train_index,kind,detail
6173,invalid_extraction,"Segments stop at 6, plan has 8 timesteps"
6185,invalid_extraction,Segment 1 range 3:4 breaks partition at 4
6191,invalid_extraction,"Segments stop at 6, plan has 8 timesteps"
6229,invalid_extraction,Segment 1 range 3:4 breaks partition at 4
6239,invalid_extraction,Segment 1 range 3:4 breaks partition at 4
6247,invalid_extraction,"Segments stop at 6, plan has 8 timesteps"
6264,invalid_extraction,"Segments stop at 6, plan has 8 timesteps"
6268,invalid_extraction,"Segments stop at 7, plan has 8 timesteps"
6270,invalid_extraction,Segment 2 range 5:6 breaks partition at 6
6276,invalid_extraction,Segment 2 range 5:6 breaks partition at 6
6303,invalid_extraction,Segment 2 range 5:6 breaks partition at 6
6344,invalid_extraction,"Segments stop at 6, plan has 8 timesteps"
6353,invalid_extraction,Segment 2 range 5:6 breaks partition at 6
6355,invalid_extraction,"Segments stop at 6, plan has 8 timesteps"
6359,invalid_extraction,Segment 1 range 3:4 breaks partition at 4
6375,invalid_extraction,Segment 2 range 5:6 breaks partition at 6
6376,invalid_extraction,Segment 1 range 3:4 breaks partition at 4
6423,invalid_extraction,Segment 1 range 3:4 breaks partition at 4
6431,invalid_extraction,Segment 1 range 3:4 breaks partition at 4
6449,invalid_extraction,Segment 1 range 3:4 breaks partition at 4
6482,invalid_extraction,Segment 1 range 3:4 breaks partition at 4
6498,invalid_extraction,Segment 1 range 2:3 breaks partition at 3
6500,invalid_extraction,Segment 1 range 3:4 breaks partition at 4
6501,invalid_extraction,Segment 1 range 3:4 breaks partition at 4
6522,invalid_extraction,Segment 1 range 3:4 breaks partition at 4
6584,invalid_extraction,Segment 1 range 3:4 breaks partition at 4
6616,invalid_extraction,Segment 1 range 3:4 breaks partition at 4
6638,invalid_extraction,Segment 2 range 5:6 breaks partition at 6
6652,invalid_extraction,Segment 1 range 2:3 breaks partition at 3
6681,invalid_extraction,Segment 1 range 3:4 breaks partition at 4
6683,invalid_extraction,Segment 1 range 3:4 breaks partition at 4
6717,invalid_extraction,Segment 1 range 3:4 breaks partition at 4
6720,invalid_extraction,Segment 1 range 3:4 breaks partition at 4
6725,invalid_extraction,Segment 1 range 3:4 breaks partition at 4
6736,invalid_extraction,Segment 1 range 3:4 breaks partition at 4
6738,invalid_extraction,Segment 2 range 5:6 breaks partition at 6
6744,invalid_extraction,Segment 2 range 5:6 breaks partition at 6
6755,invalid_extraction,"Segments stop at 6, plan has 8 timesteps"
6790,invalid_extraction,Segment 1 range 3:4 breaks partition at 4
6807,invalid_extraction,"Segments stop at 6, plan has 8 timesteps"
6818,invalid_extraction,Segment 2 range 5:6 breaks partition at 6
6831,invalid_extraction,Segment 1 range 3:4 breaks partition at 4
6843,invalid_extraction,Segment 1 range 3:4 breaks partition at 4
6878,invalid_extraction,Segment 2 range 5:6 breaks partition at 6
6887,invalid_extraction,Segment 1 range 3:4 breaks partition at 4
6890,invalid_extraction,"Segments stop at 6, plan has 8 timesteps"
6894,invalid_extraction,Segment 2 range 5:6 breaks partition at 6
6935,invalid_extraction,Segment 1 range 3:4 breaks partition at 4
6939,invalid_extraction,Segment 3 range 7:8 breaks partition at 8
6961,invalid_extraction,"Segments stop at 6, plan has 8 timesteps"
6962,invalid_extraction,"Segments stop at 6, plan has 8 timesteps"
7004,invalid_extraction,Segment 1 range 3:4 breaks partition at 4
7026,invalid_extraction,Segment 3 range 7:8 breaks partition at 8
7029,invalid_extraction,Segment 2 range 5:6 breaks partition at 6
7038,invalid_extraction,Segment 2 range 5:6 breaks partition at 6
7047,invalid_extraction,"Segments stop at 6, plan has 8 timesteps"
7052,invalid_extraction,Segment 1 range 3:4 breaks partition at 4
7055,invalid_extraction,Segment 2 range 5:6 breaks partition at 6
7079,invalid_extraction,"Segments stop at 6, plan has 8 timesteps"
7086,invalid_extraction,Segment 2 range 5:6 breaks partition at 6
7146,invalid_extraction,Segment 2 range 5:6 breaks partition at 6
7168,invalid_extraction,Segment 1 range 3:4 breaks partition at 4
