episode_id,fold,seed,cond,status,success,completion,conflict,failpick,selfconf,selfconf_literal,notclose,actions
1718,A,0,a1,ok,0.0,0.5,0,6,1,9,6,83
1719,A,0,a1,ok,0.0,0.0,0,3,0,5,4,71
1723,A,0,a1,ok,0.0,0.5,0,6,0,1,4,68
1731,A,0,a1,ok,0.0,0.3333333333333333,0,5,0,8,6,100
1733,A,0,a1,ok,1.0,1.0,0,1,0,2,1,59
1734,A,0,a1,ok,1.0,1.0,0,2,1,1,3,34
1744,A,0,a1,ok,0.0,0.6,0,3,0,12,5,90
1750,A,0,a1,ok,0.0,0.6666666666666666,0,5,0,9,11,92
1751,A,0,a1,ok,1.0,1.0,0,1,1,2,1,42
1756,A,0,a1,ok,1.0,1.0,0,2,0,5,1,90
1760,A,0,a1,ok,0.0,0.25,0,1,1,3,1,52
1761,A,0,a1,ok,0.0,0.6666666666666666,0,5,0,8,10,79
1762,A,0,a1,ok,0.0,0.75,0,1,0,8,4,60
1773,A,0,a1,ok,0.0,0.6,0,1,0,4,4,58
1777,A,0,a1,ok,0.0,0.0,0,8,0,12,17,82
1778,A,0,a1,ok,0.0,0.7142857142857143,0,5,0,9,11,80
1779,A,0,a1,ok,0.0,0.5714285714285714,0,4,0,10,7,97
1803,A,0,a1,ok,1.0,1.0,0,3,0,6,7,55
1804,A,0,a1,ok,0.0,0.5,0,3,0,4,3,79
1806,A,0,a1,ok,1.0,1.0,0,7,0,2,9,50
1807,A,0,a1,ok,0.0,0.6666666666666666,0,0,0,0,0,51
1808,A,0,a1,ok,1.0,1.0,0,3,0,3,0,49
1809,A,0,a1,ok,0.0,0.5,0,0,0,0,0,50
1811,A,0,a1,ok,1.0,1.0,0,4,2,6,8,61
1831,A,0,a1,ok,0.0,0.25,0,5,1,7,3,96
1835,A,0,a1,ok,0.0,0.75,0,3,0,7,3,37
1838,A,0,a1,ok,1.0,1.0,0,8,1,5,6,93
1839,A,0,a1,ok,0.0,0.75,0,1,0,3,0,86
1840,A,0,a1,ok,0.0,0.0,0,4,0,6,5,83
1841,A,0,a1,ok,0.0,0.4,0,6,0,3,3,63
1842,A,0,a1,ok,1.0,1.0,0,4,0,7,5,58
1843,A,0,a1,ok,0.0,0.5,0,7,0,9,8,92
1844,A,0,a1,ok,0.0,0.6,0,7,0,5,7,91
1849,A,0,a1,ok,1.0,1.0,0,3,0,7,5,55
1850,A,0,a1,ok,0.0,0.3333333333333333,0,5,0,5,12,75
1854,A,0,a1,ok,0.0,0.21428571428571427,0,0,0,0,6,70
1857,A,0,a1,ok,0.0,0.2727272727272727,0,4,0,1,2,78
1859,A,0,a1,ok,0.0,0.2727272727272727,0,3,0,5,10,77
1875,A,0,a1,ok,1.0,1.0,0,2,0,3,0,42
1876,A,0,a1,ok,0.0,0.5,0,3,0,2,2,93
1907,A,0,a1,ok,0.0,0.0,0,9,0,9,9,91
1932,A,0,a1,ok,0.0,0.2,0,0,0,7,2,98
1933,A,0,a1,ok,0.0,0.75,0,5,2,11,7,60
1934,A,0,a1,ok,0.0,0.25,0,5,0,9,5,96
1935,A,0,a1,noneaction,0.0,0.0,,,,,,
1945,A,0,a1,ok,1.0,1.0,0,3,0,3,3,77
1947,A,0,a1,ok,0.0,0.6666666666666666,0,0,0,1,0,65
1948,A,0,a1,ok,1.0,1.0,0,3,0,7,4,70
1954,A,0,a1,ok,0.0,0.25,0,4,1,6,2,51
1956,A,0,a1,ok,1.0,1.0,0,0,0,0,4,50
1958,A,0,a1,ok,0.0,0.6666666666666666,0,4,0,2,2,39
1960,A,0,a1,ok,0.0,0.0,0,1,1,3,1,85
1962,A,0,a1,ok,0.0,0.25,0,4,0,9,3,93
1963,A,0,a1,ok,0.0,0.25,0,0,0,3,1,68
1964,A,0,a1,ok,0.0,0.5,2,7,0,5,11,79
1965,A,0,a1,ok,0.0,0.75,0,4,1,4,6,93
1971,A,0,a1,ok,0.0,0.6666666666666666,0,2,0,2,5,63
1974,A,0,a1,ok,0.0,0.6666666666666666,0,5,0,6,10,64
1975,A,0,a1,ok,1.0,1.0,0,2,0,6,4,58
1978,A,0,a1,ok,1.0,1.0,0,1,0,3,1,64
1981,A,0,a1,ok,0.0,0.5,0,11,0,2,15,79
1982,A,0,a1,ok,1.0,1.0,0,6,1,8,6,67
1983,A,0,a1,ok,0.0,0.6666666666666666,0,0,0,1,7,58
1984,A,0,a1,ok,0.0,0.6666666666666666,0,0,0,6,3,59
1987,A,0,a1,ok,0.0,0.23076923076923078,0,4,0,14,8,50
1988,A,0,a1,ok,0.0,0.06666666666666667,0,0,0,14,8,60
1989,A,0,a1,ok,0.0,0.11764705882352941,0,6,1,14,12,61
1990,A,0,a1,ok,0.0,0.0,0,2,0,4,4,64
1991,A,0,a1,ok,0.0,0.6,0,5,0,6,9,73
1993,A,0,a1,ok,0.0,0.75,0,4,1,12,9,83
1995,A,0,a1,ok,0.0,0.2,0,0,0,0,0,85
1997,A,0,a1,ok,1.0,1.0,0,1,0,2,1,85
1999,A,0,a1,ok,0.0,0.5,0,4,0,10,6,78
433,B,0,a1,ok,0.0,0.16666666666666666,0,9,0,12,9,101
436,B,0,a1,ok,0.0,0.3333333333333333,0,15,0,10,16,79
438,B,0,a1,ok,0.0,0.4,0,4,0,2,2,62
439,B,0,a1,ok,0.0,0.75,0,2,0,4,11,67
442,B,0,a1,ok,0.0,0.5,0,0,0,5,3,42
443,B,0,a1,ok,0.0,0.5,0,2,0,7,2,40
445,B,0,a1,ok,0.0,0.6666666666666666,0,7,0,13,7,66
446,B,0,a1,ok,0.0,0.75,0,3,1,5,7,64
447,B,0,a1,ok,0.0,0.5,0,1,0,4,3,67
448,B,0,a1,ok,0.0,0.6666666666666666,0,1,0,1,3,78
449,B,0,a1,ok,0.0,0.5,0,0,0,3,4,56
452,B,0,a1,ok,0.0,0.5,0,2,0,3,2,29
454,B,0,a1,ok,0.0,0.5,0,0,0,2,6,35
455,B,0,a1,ok,0.0,0.0,0,1,0,3,3,64
458,B,0,a1,ok,0.0,0.4444444444444444,0,15,0,9,18,89
1623,B,0,a1,ok,1.0,1.0,0,5,0,12,9,66
1637,B,0,a1,ok,1.0,1.0,0,3,0,6,4,66
1662,B,0,a1,ok,0.0,0.4,0,7,1,10,5,98
1664,B,0,a1,ok,0.0,0.4,0,2,0,6,15,67
1673,B,0,a1,ok,0.0,0.75,0,2,0,9,5,56
1682,B,0,a1,ok,0.0,0.8333333333333334,2,6,0,9,11,70
1684,B,0,a1,ok,0.0,0.6666666666666666,0,8,0,5,13,86
1685,B,0,a1,ok,0.0,0.0,0,4,0,8,5,80
1688,B,0,a1,ok,1.0,1.0,0,0,0,2,4,68
1689,B,0,a1,ok,0.0,0.6666666666666666,0,0,0,0,0,98
1698,B,0,a1,ok,0.0,0.3333333333333333,0,4,0,6,2,75
1699,B,0,a1,ok,0.0,0.5,0,4,0,9,8,57
1703,B,0,a1,ok,1.0,1.0,0,1,0,3,3,64
1720,B,0,a1,ok,0.0,0.25,0,6,0,9,10,64
1724,B,0,a1,ok,0.0,0.0,2,9,1,7,11,62
1732,B,0,a1,ok,0.0,0.3333333333333333,0,1,0,8,5,51
1735,B,0,a1,ok,1.0,1.0,0,5,0,5,8,71
1736,B,0,a1,ok,0.0,0.5,0,4,0,13,6,67
1737,B,0,a1,ok,0.0,0.75,0,4,0,14,8,92
1745,B,0,a1,ok,0.0,0.3333333333333333,0,6,1,6,4,68
1746,B,0,a1,ok,0.0,0.25,0,1,0,2,1,76
1747,B,0,a1,ok,0.0,0.0,0,7,0,7,13,72
1748,B,0,a1,ok,0.0,0.75,0,3,0,3,11,65
1749,B,0,a1,ok,0.0,0.6,0,2,0,5,3,66
1752,B,0,a1,ok,1.0,1.0,0,0,0,0,0,46
1753,B,0,a1,ok,0.0,0.16666666666666666,0,8,0,3,8,102
1757,B,0,a1,ok,0.0,0.5,0,4,1,7,3,79
1758,B,0,a1,ok,1.0,1.0,0,12,0,7,9,77
1759,B,0,a1,noneaction,0.0,0.0,,,,,,
1764,B,0,a1,ok,0.0,0.6,0,2,2,7,3,65
1774,B,0,a1,ok,0.0,0.4,0,9,0,15,11,83
1776,B,0,a1,ok,0.0,0.42857142857142855,0,11,0,15,10,96
1780,B,0,a1,ok,0.0,0.7142857142857143,0,4,0,2,5,98
1790,B,0,a1,ok,0.0,0.75,0,0,0,5,4,58
1791,B,0,a1,ok,0.0,0.75,0,5,1,13,8,77
1792,B,0,a1,ok,1.0,1.0,0,7,0,7,1,69
1797,B,0,a1,ok,1.0,1.0,0,4,0,9,3,52
1798,B,0,a1,ok,0.0,0.75,0,2,0,3,2,73
1799,B,0,a1,ok,0.0,0.5,0,3,0,13,7,61
1800,B,0,a1,ok,0.0,0.3333333333333333,0,8,0,8,11,78
1805,B,0,a1,ok,1.0,1.0,0,3,1,9,6,49
1810,B,0,a1,ok,0.0,0.3333333333333333,0,1,0,4,2,41
1812,B,0,a1,ok,1.0,1.0,0,1,0,6,3,44
1833,B,0,a1,ok,0.0,0.5,0,0,0,1,0,102
1834,B,0,a1,noneaction,0.0,0.0,,,,,,
1836,B,0,a1,ok,0.0,0.0,0,10,0,10,16,77
1837,B,0,a1,ok,0.0,0.7142857142857143,0,3,0,6,15,92
1845,B,0,a1,ok,0.0,0.0,0,6,0,17,14,86
1847,B,0,a1,ok,1.0,1.0,0,1,0,3,3,77
1848,B,0,a1,ok,0.0,0.6666666666666666,0,7,0,2,5,77
1851,B,0,a1,ok,0.0,0.6666666666666666,0,0,0,4,7,71
1852,B,0,a1,ok,0.0,0.6666666666666666,0,4,1,11,6,97
1853,B,0,a1,ok,0.0,0.3,0,2,0,10,4,91
1855,B,0,a1,ok,0.0,0.3333333333333333,0,2,0,4,4,85
1856,B,0,a1,ok,0.0,0.18181818181818182,0,12,0,4,17,65
1858,B,0,a1,ok,0.0,0.15384615384615385,0,4,0,5,9,93
1863,B,0,a1,ok,0.0,0.25,0,10,0,5,12,93
1873,B,0,a1,ok,0.0,0.3333333333333333,0,2,0,2,2,63
1874,B,0,a1,ok,0.0,0.75,0,3,0,7,5,75
1890,B,0,a1,ok,0.0,0.5,0,0,0,0,0,32
1891,B,0,a1,ok,0.0,0.6666666666666666,0,6,0,12,8,83
1904,B,0,a1,ok,1.0,1.0,0,5,0,6,3,45
1905,B,0,a1,ok,1.0,1.0,0,3,0,3,2,37
1906,B,0,a1,ok,0.0,0.5,0,3,0,5,8,79
1908,B,0,a1,ok,0.0,0.5,0,1,0,4,2,94
1909,B,0,a1,ok,0.0,0.8333333333333334,0,4,1,12,7,58
1910,B,0,a1,ok,0.0,0.3333333333333333,0,14,0,0,1,71
1911,B,0,a1,ok,0.0,0.0,0,0,0,0,0,55
1912,B,0,a1,ok,1.0,1.0,0,3,0,8,12,65
1913,B,0,a1,ok,0.0,0.75,0,1,0,6,2,68
1921,B,0,a1,ok,0.0,0.6666666666666666,0,4,0,7,8,44
1923,B,0,a1,ok,0.0,0.3333333333333333,0,8,0,1,7,102
1924,B,0,a1,ok,0.0,0.3333333333333333,0,18,0,1,19,68
1936,B,0,a1,ok,0.0,0.5,0,8,0,6,9,75
1937,B,0,a1,ok,0.0,0.0,0,7,0,6,9,94
1938,B,0,a1,ok,0.0,0.16666666666666666,0,12,2,13,18,90
1939,B,0,a1,ok,0.0,0.6,0,13,0,13,16,79
1940,B,0,a1,ok,0.0,0.2,0,4,0,10,8,95
1943,B,0,a1,ok,0.0,0.0,0,5,0,10,8,78
1944,B,0,a1,ok,0.0,0.75,0,3,2,4,2,76
1946,B,0,a1,ok,1.0,1.0,0,4,0,10,6,87
1955,B,0,a1,ok,0.0,0.0,0,7,0,5,8,73
1957,B,0,a1,ok,0.0,0.4,0,3,1,8,8,83
1961,B,0,a1,ok,0.0,0.25,0,3,0,4,9,56
1973,B,0,a1,ok,0.0,0.4,0,6,0,7,5,98
1977,B,0,a1,ok,0.0,0.5714285714285714,0,2,1,5,1,46
1979,B,0,a1,ok,0.0,0.25,0,3,1,6,3,91
1980,B,0,a1,ok,0.0,0.6666666666666666,0,1,0,3,1,44
1986,B,0,a1,ok,0.0,0.42857142857142855,0,7,1,10,14,73
1994,B,0,a1,ok,1.0,1.0,0,0,0,10,2,77
1996,B,0,a1,ok,0.0,0.3333333333333333,0,1,0,3,1,66
1998,B,0,a1,ok,0.0,0.3333333333333333,0,3,0,9,13,71
444,A,1,both,ok,0.0,0.3333333333333333,0,2,0,4,4,56
450,A,1,both,ok,0.0,0.15384615384615385,0,9,4,15,7,100
451,A,1,both,ok,0.0,0.0,0,4,1,6,6,47
456,A,1,both,ok,0.0,0.8,0,7,0,9,6,85
1621,A,1,both,ok,0.0,0.4,0,3,0,4,1,74
1622,A,1,both,ok,0.0,0.25,0,4,0,7,4,74
1646,A,1,both,ok,0.0,0.8333333333333334,0,6,0,10,7,98
1655,A,1,both,ok,0.0,0.8,0,3,0,6,5,58
1656,A,1,both,ok,0.0,0.6,0,10,0,16,10,72
1663,A,1,both,ok,0.0,0.0,0,10,0,0,10,97
1674,A,1,both,ok,1.0,1.0,0,9,1,10,10,74
1683,A,1,both,ok,1.0,1.0,0,2,0,4,2,76
1687,A,1,both,noneaction,0.0,0.0,,,,,,
1697,A,1,both,ok,0.0,0.8,0,6,0,6,6,82
1701,A,1,both,ok,1.0,1.0,0,7,1,12,12,80
1704,A,1,both,ok,0.0,0.5,0,4,0,14,7,79
1716,A,1,both,ok,0.0,0.25,0,3,0,4,2,83
1718,A,1,both,ok,0.0,0.75,0,20,0,8,18,69
1719,A,1,both,ok,0.0,0.5,0,2,0,8,5,69
1723,A,1,both,ok,0.0,0.5,0,3,0,8,4,66
1731,A,1,both,ok,0.0,0.3333333333333333,0,4,0,4,4,46
1733,A,1,both,ok,0.0,0.3333333333333333,2,7,0,10,8,78
1734,A,1,both,ok,1.0,1.0,0,2,0,4,2,76
1744,A,1,both,ok,1.0,1.0,0,5,0,10,12,66
1750,A,1,both,ok,1.0,1.0,0,3,0,9,6,74
1751,A,1,both,ok,0.0,0.75,0,3,0,8,4,77
1756,A,1,both,ok,0.0,0.25,0,3,1,11,5,69
1760,A,1,both,ok,0.0,0.25,0,7,0,11,2,85
1761,A,1,both,ok,0.0,0.6666666666666666,0,4,0,7,4,73
1762,A,1,both,ok,0.0,0.5,0,10,0,8,10,87
1773,A,1,both,ok,0.0,0.6,0,1,0,4,1,60
1777,A,1,both,ok,0.0,0.8571428571428571,0,6,0,10,6,87
1778,A,1,both,ok,0.0,0.5714285714285714,0,0,0,0,0,75
1779,A,1,both,ok,0.0,0.2857142857142857,0,13,0,7,5,95
1803,A,1,both,ok,1.0,1.0,0,3,0,14,6,65
1804,A,1,both,ok,0.0,0.75,0,7,3,12,7,87
1806,A,1,both,ok,1.0,1.0,0,4,1,6,3,63
1807,A,1,both,ok,0.0,0.0,0,9,0,11,8,95
1808,A,1,both,ok,1.0,1.0,0,3,0,8,3,62
1809,A,1,both,ok,0.0,0.75,0,3,0,10,5,90
1811,A,1,both,ok,1.0,1.0,0,3,0,2,1,70
1831,A,1,both,ok,0.0,0.0,0,3,0,12,2,93
1835,A,1,both,ok,0.0,0.25,0,4,0,9,7,67
1838,A,1,both,ok,1.0,1.0,0,1,0,6,4,63
1839,A,1,both,ok,0.0,0.75,0,3,0,5,1,102
1840,A,1,both,ok,0.0,0.3333333333333333,0,4,0,12,7,78
1841,A,1,both,ok,0.0,0.6,0,10,2,10,10,102
1842,A,1,both,ok,1.0,1.0,0,3,1,9,4,52
1843,A,1,both,ok,1.0,1.0,1,7,1,11,7,72
1844,A,1,both,ok,0.0,0.2,0,2,0,3,2,86
1849,A,1,both,ok,1.0,1.0,0,4,2,18,7,78
1850,A,1,both,ok,0.0,0.6666666666666666,2,2,0,10,2,94
1854,A,1,both,ok,0.0,0.07142857142857142,0,8,0,10,14,83
1857,A,1,both,ok,0.0,0.36363636363636365,0,4,0,5,6,75
1859,A,1,both,ok,0.0,0.18181818181818182,0,3,0,8,4,47
1875,A,1,both,ok,1.0,1.0,0,7,0,16,8,65
1876,A,1,both,ok,0.0,0.25,0,6,0,8,7,93
1907,A,1,both,ok,0.0,0.3333333333333333,0,10,0,7,5,88
1932,A,1,both,ok,0.0,0.2,0,7,1,8,4,87
1933,A,1,both,ok,1.0,1.0,0,3,0,9,9,79
1934,A,1,both,ok,0.0,0.5,0,7,0,6,6,92
1935,A,1,both,ok,0.0,0.0,0,9,0,6,3,102
1945,A,1,both,ok,0.0,0.5,0,5,2,7,8,76
1947,A,1,both,ok,0.0,0.3333333333333333,0,5,0,11,6,80
1948,A,1,both,ok,1.0,1.0,0,1,0,6,1,44
1954,A,1,both,ok,0.0,0.25,0,2,2,12,5,74
1956,A,1,both,ok,0.0,0.5,2,11,0,17,16,85
1958,A,1,both,ok,0.0,0.0,1,12,0,7,13,91
1960,A,1,both,ok,0.0,0.5,0,3,0,12,6,85
1962,A,1,both,ok,0.0,0.25,0,6,0,15,13,81
1963,A,1,both,ok,0.0,0.5,0,0,0,14,8,97
1964,A,1,both,ok,0.0,0.75,0,4,0,5,6,87
1965,A,1,both,ok,0.0,0.75,2,6,0,9,7,78
1971,A,1,both,ok,0.0,0.6666666666666666,0,9,0,9,6,79
1974,A,1,both,ok,0.0,0.6666666666666666,0,0,0,3,0,38
1975,A,1,both,ok,0.0,0.5,0,7,0,7,6,87
1978,A,1,both,ok,1.0,1.0,0,1,0,4,1,52
1981,A,1,both,ok,0.0,0.5,0,3,1,1,3,65
1982,A,1,both,ok,1.0,1.0,0,6,2,9,4,71
1983,A,1,both,ok,1.0,1.0,1,3,0,4,4,52
1984,A,1,both,ok,0.0,0.6666666666666666,0,2,0,3,2,49
1987,A,1,both,ok,0.0,0.07692307692307693,0,2,1,4,2,32
1988,A,1,both,ok,0.0,0.06666666666666667,0,3,3,12,3,81
1989,A,1,both,ok,0.0,0.058823529411764705,0,3,2,9,5,59
1990,A,1,both,ok,0.0,0.2,0,5,0,16,9,97
1991,A,1,both,ok,0.0,0.8,2,5,0,8,7,79
1993,A,1,both,ok,0.0,0.25,0,1,0,2,0,86
1995,A,1,both,ok,0.0,0.2,0,2,1,2,1,77
1997,A,1,both,ok,0.0,0.6666666666666666,0,2,0,3,0,49
1999,A,1,both,ok,0.0,0.25,0,4,1,8,11,86
433,B,1,both,ok,0.0,0.5,0,4,0,12,10,85
436,B,1,both,ok,0.0,0.6666666666666666,0,2,0,6,4,82
438,B,1,both,ok,0.0,0.2,0,4,0,8,4,85
439,B,1,both,ok,0.0,0.0,0,2,0,2,2,45
442,B,1,both,ok,0.0,0.5,0,2,0,13,8,53
443,B,1,both,ok,0.0,0.75,0,4,1,5,3,40
445,B,1,both,ok,1.0,1.0,0,0,0,4,2,49
446,B,1,both,ok,0.0,0.75,0,1,0,7,4,35
447,B,1,both,ok,0.0,0.5,0,4,0,6,5,65
448,B,1,both,ok,0.0,0.6666666666666666,0,4,0,2,4,61
449,B,1,both,ok,0.0,0.6666666666666666,0,6,1,9,9,76
452,B,1,both,ok,1.0,1.0,0,0,0,3,0,23
454,B,1,both,ok,0.0,0.0,0,4,0,7,6,68
455,B,1,both,ok,0.0,0.25,0,2,0,5,3,65
458,B,1,both,ok,0.0,0.3333333333333333,0,12,0,12,12,80
1623,B,1,both,ok,1.0,1.0,0,8,0,13,8,82
1637,B,1,both,ok,1.0,1.0,0,0,0,6,0,65
1662,B,1,both,ok,0.0,0.4,0,10,1,4,10,82
1664,B,1,both,ok,0.0,0.2,0,7,0,9,14,93
1673,B,1,both,ok,0.0,0.25,0,20,1,15,20,99
1682,B,1,both,ok,0.0,0.8333333333333334,0,9,0,9,10,55
1684,B,1,both,ok,0.0,0.6666666666666666,0,18,0,10,23,89
1685,B,1,both,ok,0.0,0.6666666666666666,0,3,1,4,2,65
1688,B,1,both,ok,0.0,0.0,0,4,0,5,4,83
1689,B,1,both,ok,0.0,0.0,0,0,0,0,0,76
1698,B,1,both,ok,0.0,0.3333333333333333,0,3,0,6,5,73
1699,B,1,both,ok,0.0,0.5,0,5,0,12,8,95
1703,B,1,both,ok,1.0,1.0,0,4,0,13,6,82
1720,B,1,both,ok,0.0,0.0,0,5,2,12,9,73
1724,B,1,both,ok,0.0,0.3333333333333333,0,6,0,16,11,68
1732,B,1,both,ok,1.0,1.0,0,6,1,10,9,73
1735,B,1,both,ok,0.0,0.5,0,13,0,14,16,86
1736,B,1,both,ok,0.0,0.25,4,10,1,17,12,96
1737,B,1,both,ok,0.0,0.75,0,3,0,5,4,80
1745,B,1,both,ok,0.0,0.3333333333333333,0,4,0,5,4,73
1746,B,1,both,ok,1.0,1.0,0,6,0,3,6,64
1747,B,1,both,ok,0.0,0.6666666666666666,0,7,0,8,9,78
1748,B,1,both,ok,0.0,0.0,0,20,0,7,21,89
1749,B,1,both,ok,0.0,0.6,0,3,1,8,5,79
1752,B,1,both,ok,1.0,1.0,0,4,2,8,5,54
1753,B,1,both,ok,0.0,0.3333333333333333,0,7,2,13,6,96
1757,B,1,both,ok,0.0,0.5,0,9,0,2,3,93
1758,B,1,both,ok,0.0,0.2857142857142857,0,4,0,12,11,101
1759,B,1,both,ok,0.0,0.5,0,6,0,17,11,79
1764,B,1,both,ok,0.0,0.6,0,0,0,16,2,95
1774,B,1,both,ok,0.0,0.4,0,5,0,6,12,92
1776,B,1,both,ok,0.0,0.8571428571428571,0,7,0,4,5,83
1780,B,1,both,ok,0.0,0.42857142857142855,0,2,0,10,2,100
1790,B,1,both,ok,0.0,0.75,0,2,0,8,3,59
1791,B,1,both,ok,0.0,0.75,0,4,0,9,6,61
1792,B,1,both,ok,0.0,0.75,0,13,0,10,11,87
1797,B,1,both,ok,0.0,0.75,0,2,0,7,1,68
1798,B,1,both,ok,0.0,0.75,0,5,0,17,7,78
1799,B,1,both,ok,1.0,1.0,0,5,0,15,7,76
1800,B,1,both,ok,0.0,0.0,0,3,0,7,5,52
1805,B,1,both,noneaction,0.0,0.0,,,,,,
1810,B,1,both,ok,0.0,0.6666666666666666,0,0,0,4,2,61
1812,B,1,both,ok,1.0,1.0,0,2,1,7,6,61
1833,B,1,both,ok,1.0,1.0,2,10,0,20,14,92
1834,B,1,both,ok,0.0,0.5,0,11,0,9,13,88
1836,B,1,both,ok,0.0,0.75,0,4,1,9,4,58
1837,B,1,both,ok,1.0,1.0,0,3,0,2,5,66
1845,B,1,both,noneaction,0.0,0.0,,,,,,
1847,B,1,both,noneaction,0.0,0.0,,,,,,
1848,B,1,both,ok,1.0,1.0,0,1,0,2,1,41
1851,B,1,both,ok,0.0,0.3333333333333333,0,3,0,4,4,74
1852,B,1,both,ok,0.0,0.0,0,1,1,5,3,53
1853,B,1,both,ok,0.0,0.3,0,2,0,8,2,50
1855,B,1,both,ok,0.0,0.25,2,6,2,10,6,93
1856,B,1,both,ok,0.0,0.45454545454545453,2,10,0,11,9,93
1858,B,1,both,ok,0.0,0.5384615384615384,0,2,0,8,6,71
1863,B,1,both,ok,0.0,0.25,0,11,0,16,12,87
1873,B,1,both,ok,1.0,1.0,2,5,0,6,4,63
1874,B,1,both,ok,0.0,0.5,0,6,1,10,6,69
1890,B,1,both,ok,0.0,0.0,0,0,0,3,2,52
1891,B,1,both,ok,0.0,0.8333333333333334,0,4,1,11,2,80
1904,B,1,both,ok,1.0,1.0,0,3,0,3,2,43
1905,B,1,both,ok,1.0,1.0,0,4,0,7,7,81
1906,B,1,both,ok,0.0,0.5,0,3,0,15,11,94
1908,B,1,both,ok,0.0,0.8333333333333334,0,1,0,7,2,86
1909,B,1,both,ok,0.0,0.3333333333333333,0,6,0,11,2,85
1910,B,1,both,ok,0.0,0.8333333333333334,0,5,1,10,7,79
1911,B,1,both,ok,0.0,0.0,0,0,0,0,0,55
1912,B,1,both,ok,1.0,1.0,0,3,1,10,8,69
1913,B,1,both,ok,1.0,1.0,0,1,0,6,4,69
1921,B,1,both,ok,1.0,1.0,0,4,0,9,4,54
1923,B,1,both,ok,0.0,0.0,0,7,0,14,5,94
1924,B,1,both,ok,1.0,1.0,0,4,1,5,6,72
1936,B,1,both,ok,0.0,0.75,0,3,1,8,5,75
1937,B,1,both,ok,0.0,0.0,0,0,0,0,0,98
1938,B,1,both,ok,0.0,0.5,0,2,0,5,2,93
1939,B,1,both,ok,0.0,0.6,3,12,1,12,15,85
1940,B,1,both,ok,0.0,0.6,0,0,0,5,0,100
1943,B,1,both,ok,0.0,0.5,0,0,0,6,2,53
1944,B,1,both,ok,0.0,0.25,0,4,2,6,6,66
1946,B,1,both,ok,1.0,1.0,0,5,0,9,13,77
1955,B,1,both,ok,0.0,0.0,0,7,2,7,8,93
1957,B,1,both,ok,0.0,0.4,0,3,1,9,6,83
1961,B,1,both,ok,0.0,0.0,0,2,0,4,4,69
1973,B,1,both,ok,0.0,0.4,0,7,1,7,3,93
1977,B,1,both,ok,0.0,0.42857142857142855,2,5,1,5,5,80
1979,B,1,both,ok,0.0,0.5,0,2,0,8,1,97
1980,B,1,both,ok,0.0,0.6666666666666666,0,4,0,9,7,80
1986,B,1,both,ok,0.0,0.7142857142857143,0,5,0,10,8,82
1994,B,1,both,ok,0.0,0.6666666666666666,0,2,0,2,4,76
1996,B,1,both,ok,1.0,1.0,0,9,0,13,11,84
1998,B,1,both,ok,1.0,1.0,0,7,0,9,11,69
444,A,1,a0,ok,0.0,0.0,0,6,0,6,5,88
450,A,1,a0,ok,0.0,0.15384615384615385,0,2,0,5,4,72
451,A,1,a0,ok,0.0,0.0,0,2,0,6,3,53
456,A,1,a0,ok,0.0,0.6,0,5,1,10,9,56
1621,A,1,a0,ok,0.0,0.4,0,7,0,5,6,67
1622,A,1,a0,ok,1.0,1.0,0,0,0,5,0,67
1646,A,1,a0,ok,1.0,1.0,1,6,0,15,4,82
1655,A,1,a0,ok,0.0,0.8,0,4,0,1,1,73
1656,A,1,a0,ok,0.0,0.6,4,7,0,13,9,65
1663,A,1,a0,ok,0.0,0.0,0,9,0,0,9,99
1674,A,1,a0,ok,0.0,0.5,0,4,0,8,6,68
1683,A,1,a0,ok,0.0,0.0,2,3,0,3,9,67
1687,A,1,a0,ok,0.0,0.2,0,5,0,5,6,86
1697,A,1,a0,ok,0.0,0.4,0,10,0,4,12,93
1701,A,1,a0,ok,1.0,1.0,0,1,0,2,3,53
1704,A,1,a0,ok,0.0,0.25,0,1,0,7,7,73
1716,A,1,a0,ok,0.0,0.75,0,3,0,10,7,59
1718,A,1,a0,ok,0.0,0.75,0,11,0,7,11,80
1719,A,1,a0,ok,0.0,0.75,0,1,0,0,1,65
1723,A,1,a0,ok,1.0,1.0,0,5,0,5,5,61
1731,A,1,a0,ok,0.0,0.6666666666666666,0,0,0,5,3,48
1733,A,1,a0,ok,0.0,0.3333333333333333,0,3,0,6,4,62
1734,A,1,a0,ok,1.0,1.0,0,1,0,2,3,51
1744,A,1,a0,ok,0.0,0.8,0,9,0,6,4,75
1750,A,1,a0,ok,1.0,1.0,0,2,0,12,5,80
1751,A,1,a0,ok,0.0,0.75,0,4,1,12,11,72
1756,A,1,a0,ok,0.0,0.0,0,1,1,3,5,78
1760,A,1,a0,ok,0.0,0.625,0,10,1,8,3,61
1761,A,1,a0,ok,0.0,0.5,0,7,0,4,9,82
1762,A,1,a0,ok,1.0,1.0,0,4,0,5,4,72
1773,A,1,a0,ok,0.0,0.8,0,2,0,3,1,77
1777,A,1,a0,ok,0.0,0.2857142857142857,0,9,0,17,13,82
1778,A,1,a0,ok,0.0,0.42857142857142855,0,4,0,0,4,82
1779,A,1,a0,ok,0.0,0.14285714285714285,0,3,0,4,5,85
1803,A,1,a0,ok,0.0,0.3333333333333333,1,13,0,12,15,80
1804,A,1,a0,ok,0.0,0.5,0,0,0,5,2,48
