bank,kind,skill,inst,e_src,demo_parse,seq_parse,provenance_episode,provenance_steps,transition,n_transitions,single_errand
R,individual,pickup_object_individual,227,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,228,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,229,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,230,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,231,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,232,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,233,agent_0_llm,0,0,0,0,0,0,1
R,individual,pickup_object_individual,234,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,235,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,236,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,237,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,238,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,239,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,240,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,241,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,242,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,243,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,244,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,245,agent_0_llm,0,0,0,0,0,0,1
R,individual,pickup_object_individual,246,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,247,agent_0_llm,0,0,0,0,0,0,1
R,individual,pickup_object_individual,248,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,249,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,250,agent_0_llm,0,1,0,0,0,0,0
R,individual,pickup_object_individual,251,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,252,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,253,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,254,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,255,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,256,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,257,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,258,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,259,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,260,agent_0_llm,0,0,0,0,0,0,1
R,individual,pickup_object_individual,261,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,262,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,263,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,264,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,265,agent_0_llm,0,0,0,0,0,0,1
R,individual,pickup_object_individual,266,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,267,agent_0_llm,0,1,0,0,0,0,0
R,individual,pickup_object_individual,268,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,269,agent_0_llm,0,0,0,0,0,0,1
R,individual,pickup_object_individual,270,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,271,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,272,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,273,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,274,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,275,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,276,agent_0_llm,0,1,0,0,0,0,0
R,individual,pickup_object_individual,277,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,278,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,279,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,280,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,281,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,282,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,283,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,284,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,285,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,286,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,287,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,288,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,289,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,290,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,291,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,292,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,293,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,294,agent_1_llm,0,1,0,0,0,0,0
R,individual,pickup_object_individual,295,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,296,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,297,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,298,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,299,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,300,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,301,agent_0_llm,0,0,0,0,0,0,1
R,individual,pickup_object_individual,302,agent_1_llm,0,0,0,0,0,0,1
R,individual,pickup_object_individual,303,agent_0_llm,0,0,0,0,0,0,1
R,individual,pickup_object_individual,304,agent_1_llm,0,0,0,0,0,0,1
R,individual,pickup_object_individual,305,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,306,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,307,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,308,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,309,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,310,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,311,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,312,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,313,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,314,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,315,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,316,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,317,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,318,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,319,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,320,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,321,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,322,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,323,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,324,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,325,agent_1_llm,0,0,0,0,0,0,1
R,individual,pickup_object_individual,326,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,327,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,328,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,329,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,330,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,331,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,332,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,333,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,334,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,335,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,336,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,337,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,338,agent_0_llm,0,0,0,0,0,0,1
R,individual,pickup_object_individual,339,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,340,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,341,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,342,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,343,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,344,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,345,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,346,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,347,agent_0_llm,0,0,0,0,0,0,1
R,individual,pickup_object_individual,348,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,349,agent_0_llm,0,0,0,0,0,0,1
R,individual,pickup_object_individual,350,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,351,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,352,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,353,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,354,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,355,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,356,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,357,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,358,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,359,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,360,agent_0_llm,0,0,0,0,0,0,1
R,individual,pickup_object_individual,361,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,362,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,363,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,364,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,365,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,366,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,367,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,368,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,369,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,370,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,371,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,372,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,373,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,374,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,375,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,376,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,377,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,378,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,379,agent_0_llm,0,0,0,0,0,0,1
R,individual,pickup_object_individual,380,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,381,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,382,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,383,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,384,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,385,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,386,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,387,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,388,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,389,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,390,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,391,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,392,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,393,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,394,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,395,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,396,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,397,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,398,agent_0_llm,0,0,0,0,0,0,1
R,individual,pickup_object_individual,399,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,400,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,401,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,402,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,403,agent_0_llm,0,0,0,0,0,0,1
R,individual,pickup_object_individual,404,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,405,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,406,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,407,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,408,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,409,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,410,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,411,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,412,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,413,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,414,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,415,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,416,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,417,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,418,agent_0_llm,0,0,0,0,0,0,1
R,individual,pickup_object_individual,419,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,420,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,421,agent_0_llm,0,0,0,0,0,0,1
R,individual,pickup_object_individual,422,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,423,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,424,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,425,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,426,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,427,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,428,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,429,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,430,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,431,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,432,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,433,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,434,agent_0_llm,0,0,0,0,0,0,1
R,individual,pickup_object_individual,435,agent_1_llm,0,0,0,0,0,0,1
R,individual,pickup_object_individual,436,agent_0_llm,0,0,0,0,0,0,1
R,individual,pickup_object_individual,437,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,438,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,439,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,440,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,441,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,442,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,443,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,444,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,445,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,446,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,447,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,448,agent_0_llm,0,1,0,0,0,0,0
R,individual,pickup_object_individual,449,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,450,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,451,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,452,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,453,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,454,agent_0_llm,0,0,0,0,0,0,1
R,individual,pickup_object_individual,455,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,456,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,457,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,458,agent_0_llm,0,0,0,0,0,0,1
R,individual,pickup_object_individual,459,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,460,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,461,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,462,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,463,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,464,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,465,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,466,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,467,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,468,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,469,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,470,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,471,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,472,agent_1_llm,0,0,0,0,0,0,1
R,individual,pickup_object_individual,473,agent_0_llm,0,0,0,0,0,0,1
R,individual,pickup_object_individual,474,agent_1_llm,0,1,0,0,0,0,0
R,individual,pickup_object_individual,475,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,476,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,477,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,478,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,479,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,480,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,481,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,482,agent_1_llm,0,0,0,0,0,0,1
R,individual,pickup_object_individual,483,agent_0_llm,0,0,0,0,0,0,1
R,individual,pickup_object_individual,484,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,485,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,486,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,487,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,488,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,489,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,490,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,491,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,492,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,493,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,494,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,495,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,496,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,497,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,498,agent_0_llm,0,0,0,0,0,0,1
R,individual,pickup_object_individual,499,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,500,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,501,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,502,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,503,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,504,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,505,agent_0_llm,0,0,0,0,0,0,1
R,individual,pickup_object_individual,506,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,507,agent_0_llm,0,0,0,0,0,0,1
R,individual,pickup_object_individual,508,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,509,agent_0_llm,0,0,0,0,0,0,1
R,individual,pickup_object_individual,510,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,511,agent_0_llm,0,0,0,0,0,0,1
R,individual,pickup_object_individual,512,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,513,agent_0_llm,0,0,0,0,0,0,1
R,individual,pickup_object_individual,514,agent_0_llm,0,0,0,0,0,0,1
R,individual,pickup_object_individual,515,agent_0_llm,0,0,0,0,0,0,1
R,individual,pickup_object_individual,516,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,517,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,518,agent_0_llm,0,0,0,0,0,0,1
R,individual,pickup_object_individual,519,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,520,agent_0_llm,0,1,0,0,0,0,0
R,individual,pickup_object_individual,521,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,522,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,523,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,524,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,525,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,526,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,527,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,528,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,529,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,530,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,531,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,532,agent_0_llm,0,0,0,0,0,0,1
R,individual,pickup_object_individual,533,agent_0_llm,0,1,0,0,0,0,0
R,individual,pickup_object_individual,534,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,535,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,536,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,537,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,538,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,539,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,540,agent_0_llm,0,0,0,0,0,0,1
R,individual,pickup_object_individual,541,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,542,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,543,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,544,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,545,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,546,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,547,agent_0_llm,0,0,0,0,0,0,1
R,individual,pickup_object_individual,548,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,549,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,550,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,551,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,552,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,553,agent_0_llm,0,0,0,0,0,0,1
R,individual,pickup_object_individual,554,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,555,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,556,agent_1_llm,0,0,0,0,0,0,1
R,individual,pickup_object_individual,557,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,558,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,559,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,560,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,561,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,562,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,563,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,564,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,565,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,566,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,567,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,568,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,569,agent_0_llm,0,0,0,0,0,0,1
R,individual,pickup_object_individual,570,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,571,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,572,agent_0_llm,0,0,0,0,0,0,1
R,individual,pickup_object_individual,573,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,574,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,575,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,576,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,577,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,578,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,579,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,580,agent_0_llm,0,0,0,0,0,0,1
R,individual,pickup_object_individual,581,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,582,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,583,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,584,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,585,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,586,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,587,agent_0_llm,0,1,0,0,0,0,0
R,individual,pickup_object_individual,588,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,589,agent_0_llm,0,0,0,0,0,0,1
R,individual,pickup_object_individual,590,agent_1_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,591,agent_0_llm,0,1,0,0,0,0,1
R,individual,pickup_object_individual,592,agent_1_llm,0,1,0,0,0,0,1
