index,subgoal_position,predicted_subgoal,predicted_primitive_kind,matched_skill_name,injected_instance_ids,injected_unit_kinds,retrieval_hit,channel
571,1,get_apple_1,fetch,fetch_apple,[],[],False,instance
571,2,place_apple_on_wooden_cutting_board,relocate,place_apple_on_table,[],[],False,instance
571,3,get_knife_0,fetch,cut_with_knife,[],[],False,instance
571,4,cut_apple_with_knife,state_change,cut_with_knife,[],[],False,instance
572,0,pick_bread_0,fetch,place_bread,[],[],False,instance
572,1,place_bread_in_toaster,relocate,place_bread_on_bowl,[],[],False,instance
572,2,turn_on_toaster,state_change,navigate_to_oven,[],[],False,instance
572,3,pick_plate_2,fetch,place_plate,[],[],False,instance
572,4,place_plate_on_kitchen_island_area,relocate,place_plate_on_kitchen_island,[],[],False,instance
576,0,pick_pear_0,fetch,place_pear,[],[],False,instance
576,1,pick_apple_1,fetch,fetch_apple,[],[],False,instance
576,2,place_pear_0_in_bowl_2,relocate,place_pear_on_table,[],[],False,instance
576,3,place_apple_1_in_bowl_2,relocate,place_bowl,"[""1954:1"",""4186:1""]","[""multi_object_sequence"",""relocate""]",True,instance
578,0,check_for_peach,state_change,fetch_peach,"[""145:1"",""1936:1""]","[""fetch"",""open_container_then_retrieve"",""relocate""]",False,instance
578,1,check_for_tomato,state_change,fetch_tomato_from_cabinet,[],[],False,instance
578,2,retrieve_missing_peach,fetch,fetch_peach_from_cabinet,"[""277:1"",""5935:1""]","[""fetch"",""open_container_then_retrieve"",""relocate""]",True,instance
578,3,retrieve_missing_tomato,fetch,fetch_tomato_from_cabinet,[],[],False,instance
578,4,check_cabinet_for_peach,state_change,fetch_peach_from_cabinet,"[""656:1""]","[""fetch"",""open_container_then_retrieve"",""relocate""]",False,instance
578,5,check_cabinet_for_tomato,state_change,fetch_tomato_from_cabinet,[],[],False,instance
580,0,check_table_for_peach_and_banana,state_change,check_table_fruits,"[""2444:0""]","[""fetch"",""state_change""]",True,instance
580,1,retrieve_peach_if_missing,fetch,fetch_peach_from_cabinet,"[""277:1"",""5935:1""]","[""fetch"",""open_container_then_retrieve"",""relocate""]",True,instance
580,2,retrieve_banana_if_missing,fetch,fetch_banana,"[""5046:2"",""5740:2""]","[""multi_object_sequence"",""relocate""]",False,instance
583,0,examine_table,,inspect_table,"[""1926:0"",""347:0""]","[""fetch"",""state_change""]",,instance
583,1,check_for_peach,state_change,fetch_peach,"[""1065:1"",""353:1""]","[""fetch"",""open_container_then_retrieve"",""relocate""]",False,instance
583,2,check_for_banana,state_change,fetch_banana,"[""5046:2"",""5740:2""]","[""multi_object_sequence"",""relocate""]",False,instance
583,3,retrieve_peach,fetch,fetch_peach,[],[],False,instance
583,4,retrieve_banana,fetch,fetch_banana,[],[],False,instance
583,5,place_on_table,relocate,place_on_table,[],[],False,instance
584,0,move_to_kitchen_island_area,,navigate_to_kitchen_island,"[""1484:0""]","[""fetch"",""state_change""]",,instance
584,1,place_plate_on_kitchen_island_area,relocate,place_plate_on_kitchen_island,"[""1484:1"",""2240:0""]","[""fetch"",""relocate"",""state_change""]",True,instance
584,2,retrieve_apple_from_cabinet,fetch,fetch_apple_from_cabinet,[],[],False,instance
584,3,place_apple_in_plate,relocate,place_apple_on_table,[],[],False,instance
588,0,inspect_table_for_pear,state_change,place_pear_on_table,"[""1070:2""]","[""multi_object_sequence"",""relocate""]",False,instance
588,1,inspect_table_for_banana,state_change,check_table_fruits,"[""2444:0""]","[""fetch"",""state_change""]",True,instance
588,2,fetch_missing_pear,fetch,fetch_pear,"[""6061:1"",""4575:1""]","[""fetch"",""open_container_then_retrieve"",""relocate""]",True,instance
588,3,fetch_missing_banana,fetch,fetch_banana,"[""1923:2"",""2411:2""]","[""multi_object_sequence"",""relocate""]",False,instance
588,4,place_pear_on_table,relocate,place_pear_on_table,[],[],False,instance
588,5,place_banana_on_table,relocate,place_fruit_on_table,[],[],False,instance
591,0,move_to_pumpkin_0,,move_to_pear,[],[],,instance
591,1,pick_up_pumpkin_0,fetch,fetch_banana,[],[],False,instance
591,2,move_to_kitchen_work_area,,move_to_cabinet,[],[],,instance
591,3,place_pumpkin_0,relocate,place_pear,[],[],False,instance
595,0,move_to_kitchen_work_area,,move_to_cabinet,[],[],,instance
595,1,pick_apple_0,fetch,fetch_apple,[],[],False,instance
595,2,move_to_sink_1,,move_to_destination,"[""2751:1"",""2751:4""]","[""relocate""]",,instance
595,3,wash_apple_0,state_change,fetch_apple,[],[],False,instance
595,4,move_to_plate_0,,place_on_plate,[],[],,instance
595,5,place_apple_0_in_plate_0,relocate,place_apple_on_table,[],[],False,instance
597,0,find_banana_0,fetch,fetch_banana,"[""5169:1""]","[""fetch"",""open_container_then_retrieve""]",True,instance
597,1,take_banana_0_from_cabinet,fetch,fetch_fruit_from_cabinet,[],[],False,instance
597,2,place_banana_0_on_plate_2,relocate,place_banana,[],[],False,instance
600,0,pick_pear_1,fetch,place_pear,[],[],False,instance
600,1,place_pear_on_wooden_cutting_board_3,relocate,place_pear_on_table,[],[],False,instance
600,2,pick_tomato_2,fetch,place_tomato,[],[],False,instance
600,3,place_tomato_on_wooden_cutting_board_3,relocate,fetch_tomato_from_cabinet,[],[],False,instance
600,4,pick_knife_0,fetch,cut_with_knife,[],[],False,instance
602,0,find_bread_0,fetch,fetch_bread,[],[],False,instance
602,1,find_fork_1,fetch,fetch_banana,[],[],False,instance
602,2,open_cabinet_2,state_change,open_cabinet,"[""1023:2"",""1944:2""]","[""multi_object_sequence"",""relocate"",""state_change""]",True,instance
602,3,place_bread_0_in_cabinet_2,relocate,fetch_bread_from_cabinet,[],[],False,instance
602,4,place_fork_1_in_cabinet_2,relocate,place_objects_in_cabinet,"[""1944:3"",""3497:3""]","[""multi_object_sequence"",""relocate""]",True,instance
602,5,close_cabinet_2,state_change,open_cabinet,"[""2958:2"",""3497:2""]","[""multi_object_sequence"",""relocate"",""state_change""]",True,instance
604,0,find_absent_fruit,fetch,check_fruit_location,"[""1949:0"",""2864:0""]","[""fetch"",""state_change""]",True,instance
604,1,go_to_fruit_location,,check_fruit_location,"[""3074:0"",""4173:0""]","[""fetch"",""state_change""]",,instance
604,2,pick_up_fruit,fetch,fetch_and_place_fruit,"[""123:1"",""3066:1""]","[""relocate""]",False,instance
604,3,bring_fruit_to_table,relocate,place_fruit_on_table,[],[],False,instance
607,0,pick_bread_0,fetch,place_bread,[],[],False,instance
607,1,place_bread_into_toaster,relocate,place_bread_on_bowl,[],[],False,instance
607,2,turn_on_toaster,state_change,navigate_to_oven,[],[],False,instance
607,3,pick_bowl_0,fetch,fetch_bowl,[],[],False,instance
607,4,place_bowl_on_kitchen_work_area,relocate,place_bowl,[],[],False,instance
617,0,get_knife_0,fetch,cut_with_knife,"[""2255:2"",""782:2""]","[""state_change""]",False,instance
617,1,get_peach_1,fetch,fetch_peach,[],[],False,instance
617,2,get_wooden_cutting_board_2,fetch,cut_with_knife,[],[],False,instance
617,3,slice_peach,state_change,place_peach,[],[],False,instance
629,0,inspect_table_for_peach,state_change,place_peach_on_table,"[""277:2"",""5935:2""]","[""multi_object_sequence"",""relocate""]",False,instance
629,1,inspect_table_for_banana,state_change,check_table_fruits,"[""2444:0""]","[""fetch"",""state_change""]",True,instance
629,2,find_missing_peach,fetch,fetch_peach_from_cabinet,"[""277:1"",""5935:1""]","[""fetch"",""open_container_then_retrieve"",""relocate""]",True,instance
629,3,find_missing_banana,fetch,fetch_banana,"[""1923:2""]","[""multi_object_sequence"",""relocate""]",False,instance
629,4,retrieve_peach_from_location,fetch,fetch_peach_from_cabinet,[],[],False,instance
629,5,retrieve_banana_from_location,fetch,fetch_banana,[],[],False,instance
629,6,place_peach_on_table,relocate,place_peach_on_table,[],[],False,instance
629,7,place_banana_on_table,relocate,place_fruit_on_table,[],[],False,instance
631,0,check_table_for_peach_and_banana,state_change,check_table_fruits,"[""2444:0""]","[""fetch"",""state_change""]",True,instance
631,1,retrieve_peach_if_missing,fetch,fetch_peach_from_cabinet,"[""277:1"",""5935:1""]","[""fetch"",""open_container_then_retrieve"",""relocate""]",True,instance
631,2,retrieve_banana_if_missing,fetch,fetch_banana,"[""5046:2"",""5740:2""]","[""multi_object_sequence"",""relocate""]",False,instance
633,0,find_banana_0,fetch,fetch_banana,[],[],False,instance
633,1,find_plate_2,fetch,place_plate,[],[],False,instance
633,2,transfer_banana_to_plate,relocate,load_tomato_into_plate,[],[],False,instance
633,3,open_cabinet_1,state_change,open_cabinet,[],[],False,instance
633,4,find_banana_0,fetch,fetch_banana,[],[],False,instance
633,5,find_plate_2,fetch,place_plate,[],[],False,instance
633,6,transfer_banana_to_plate,relocate,load_tomato_into_plate,[],[],False,instance
635,0,find_bread_0,fetch,fetch_bread,[],[],False,instance
635,1,find_banana_1,fetch,fetch_banana,[],[],False,instance
635,2,place_bread_0_in_bowl_2,relocate,place_bread_on_bowl,[],[],False,instance
635,3,place_banana_1_in_bowl_2,relocate,place_banana,[],[],False,instance
637,0,scan_table_for_missing_fruits,,scan_table_for_fruits,"[""5841:0"",""5944:0""]","[""fetch"",""state_change""]",,instance
637,1,check_cabinet_for_missing_fruits,state_change,fetch_fruit_from_cabinet,"[""4135:2""]","[""fetch"",""multi_object_sequence"",""open_container_then_retrieve"",""relocate""]",False,instance
637,2,place_fruits_on_table,relocate,place_fruit_on_table,"[""2918:2"",""3979:2""]","[""fetch"",""multi_object_sequence"",""open_container_then_retrieve"",""relocate""]",True,instance
642,0,get_pear_1,fetch,fetch_pear,[],[],False,instance
642,1,place_pear_on_wooden_cutting_board_2,relocate,place_pear_on_table,[],[],False,instance
642,2,get_knife_0,fetch,cut_with_knife,"[""2255:2"",""782:2""]","[""state_change""]",False,instance
642,3,slice_pear_with_knife_0,state_change,cut_with_knife,[],[],False,instance
655,0,get_peach_1,fetch,fetch_peach,[],[],False,instance
655,1,get_tomato_2,fetch,fetch_tomato,[],[],False,instance
655,2,get_wooden_cutting_board_3,fetch,cut_with_knife,[],[],False,instance
655,3,get_knife_0,fetch,cut_with_knife,[],[],False,instance
655,4,slice_peach_on_wooden_cutting_board,state_change,place_peach_on_table,[],[],False,instance
655,5,slice_tomato_on_wooden_cutting_board,state_change,fetch_tomato_from_cabinet,[],[],False,instance
657,0,pick_apple_0_from_kitchen_work_area,fetch,fetch_fruit_from_cabinet,[],[],False,instance
657,1,pick_scissors_1_from_kitchen_work_area,fetch,cut_with_knife,[],[],False,instance
657,2,store_apple_0_in_cabinet_2,relocate,fetch_apple_from_cabinet,[],[],False,instance
657,3,store_scissors_1_in_cabinet_2,relocate,cut_with_knife,[],[],False,instance
658,0,find_bread_0,fetch,fetch_bread,[],[],False,instance
658,1,find_plate_2,fetch,place_plate,[],[],False,instance
658,2,place_bread_on_plate,relocate,place_bread_on_bowl,[],[],False,instance
659,0,find_apple_0,fetch,fetch_apple,"[""5841:1"",""2839:1""]","[""fetch"",""open_container_then_retrieve"",""relocate""]",True,instance
659,1,find_tomato_1,fetch,fetch_tomato,[],[],False,instance
659,2,compare_fruits,,inspect_fruits,"[""1207:0"",""4641:0""]","[""fetch"",""state_change""]",,instance
659,3,decide_missing_fruit,,fetch_missing_fruit,"[""1207:1"",""2444:1""]","[""fetch"",""open_container_then_retrieve"",""relocate""]",,instance
659,4,go_to_missing_fruit_location,,check_fruit_location,[],[],,instance
659,5,pick_missing_fruit,fetch,fetch_missing_fruit,[],[],False,instance
659,6,bring_fruit_to_table,relocate,place_fruit_on_table,[],[],False,instance
663,0,move_peach_to_wooden_cutting_board,relocate,place_peach_on_table,[],[],False,instance
663,1,move_knife_to_wooden_cutting_board,relocate,cut_with_knife,"[""2255:2"",""782:2""]","[""state_change""]",False,instance
663,2,cut_peach_with_knife,state_change,cut_with_knife,[],[],False,instance
677,0,pick_pear_1,fetch,place_pear,[],[],False,instance
677,1,pick_tomato_2,fetch,place_tomato,[],[],False,instance
677,2,place_pear_on_wooden_cutting_board_3,relocate,place_pear_on_table,[],[],False,instance
677,3,place_tomato_on_wooden_cutting_board_3,relocate,fetch_tomato_from_cabinet,[],[],False,instance
677,4,slice_with_knife_0,state_change,cut_with_knife,[],[],False,instance
681,0,examine_table,,inspect_table,"[""1107:0"",""2963:0""]","[""fetch"",""state_change""]",,instance
681,1,check_for_apple,state_change,fetch_apple,"[""5841:1"",""2839:1""]","[""fetch"",""open_container_then_retrieve"",""relocate""]",False,instance
681,2,check_for_tomato,state_change,fetch_tomato_from_cabinet,[],[],False,instance
681,3,retrieve_apple_from_location,fetch,fetch_apple_from_cabinet,"[""5944:1""]","[""fetch"",""open_container_then_retrieve"",""relocate""]",True,instance
681,4,retrieve_tomato_from_location,fetch,fetch_tomato_from_cabinet,[],[],False,instance
681,5,place_apple_on_table,relocate,place_apple_on_table,"[""5841:2""]","[""multi_object_sequence"",""relocate""]",True,instance
681,6,place_tomato_on_table,relocate,load_tomato_into_plate,[],[],False,instance
684,0,pick_meat_0,fetch,cut_with_knife,[],[],False,instance
684,1,place_meat_on_plate_2,relocate,place_on_plate,[],[],False,instance
684,2,pick_pear_1,fetch,place_pear,[],[],False,instance
684,3,place_pear_on_plate_2,relocate,place_pear_on_table,[],[],False,instance
692,0,pick_peach_0_from_r2,fetch,fetch_peach_from_cabinet,[],[],False,instance
692,1,check_distance_to_sink_2,state_change,inspect_location,[],[],False,instance
692,2,place_peach_0_in_cardboardbox_1,relocate,cardboardbox_spoon,"[""2468:1"",""1982:1""]","[""relocate"",""state_change""]",True,instance
692,3,move_cardboardbox_1_to_sink_2,relocate,move_cardboardbox,"[""4873:1"",""1889:1""]","[""relocate"",""state_change""]",True,instance
692,4,retrieve_peach_0_from_cardboardbox_1,fetch,fetch_peach_from_cabinet,[],[],False,instance
692,5,place_peach_0_in_sink_2,relocate,place_peach_on_table,[],[],False,instance
697,0,pick_pear_1,fetch,place_pear,[],[],False,instance
697,1,place_pear_on_wooden_cutting_board_2,relocate,place_pear_on_table,[],[],False,instance
697,2,pick_knife_0,fetch,cut_with_knife,"[""2255:2"",""782:2""]","[""state_change""]",False,instance
697,3,carve_pear_with_knife,,cut_with_knife,[],[],,instance
702,0,pick_bottle_0,fetch,cardboardbox_spoon,[],[],False,instance
702,1,place_bottle_0_on_kitchen_island_area,relocate,place_plate_on_kitchen_island,[],[],False,instance
706,0,get_pear_0_from_kitchen_work_area,fetch,fetch_pear_from_cabinet,[],[],False,instance
706,1,move_to_sink_1,,move_to_destination,"[""2751:1"",""2751:4""]","[""relocate""]",,instance
706,2,wash_pear_0_in_sink_1,state_change,fetch_pear_from_cabinet,[],[],False,instance
706,3,move_to_plate_0,,place_on_plate,[],[],,instance
706,4,place_pear_0_in_plate_0,relocate,place_pear_on_table,[],[],False,instance
718,0,move_to_apple_1,,move_to_pear,[],[],,instance
718,1,pick_apple_1,fetch,fetch_apple,[],[],False,instance
718,2,move_to_wooden_cutting_board_2,,move_to_cabinet,[],[],,instance
718,3,place_apple_on_wooden_cutting_board,relocate,place_apple_on_table,[],[],False,instance
718,4,move_to_knife_0,,cut_with_knife,"[""2255:2"",""782:2""]","[""state_change""]",,instance
718,5,pick_knife_0,fetch,cut_with_knife,[],[],False,instance
718,6,slice_apple_with_knife,state_change,cut_with_knife,[],[],False,instance
719,0,inspect_table_for_pear,state_change,place_pear_on_table,"[""1070:2""]","[""multi_object_sequence"",""relocate""]",False,instance
719,1,inspect_table_for_banana,state_change,check_table_fruits,"[""2444:0""]","[""fetch"",""state_change""]",True,instance
719,2,find_missing_pear,fetch,fetch_pear_from_cabinet,"[""1070:1""]","[""fetch"",""open_container_then_retrieve"",""relocate""]",True,instance
719,3,find_missing_banana,fetch,fetch_banana,"[""1923:2"",""2411:2""]","[""multi_object_sequence"",""relocate""]",False,instance
719,4,retrieve_pear_from_location,fetch,fetch_pear_from_cabinet,[],[],False,instance
719,5,retrieve_banana_from_location,fetch,fetch_banana,"[""2782:2""]","[""multi_object_sequence"",""relocate""]",False,instance
719,6,place_pear_on_table,relocate,place_pear_on_table,[],[],False,instance
719,7,place_banana_on_table,relocate,place_fruit_on_table,[],[],False,instance
721,0,find_banana_0,fetch,fetch_banana,[],[],False,instance
721,1,find_banana_1,fetch,fetch_banana,[],[],False,instance
721,2,find_banana_2,fetch,fetch_banana,[],[],False,instance
721,3,open_cabinet_1,state_change,open_cabinet,[],[],False,instance
721,4,find_banana_0,fetch,fetch_banana,[],[],False,instance
721,5,find_banana_1,fetch,fetch_banana,[],[],False,instance
721,6,find_banana_2,fetch,fetch_banana,[],[],False,instance
721,7,pick_banana_0,fetch,fetch_banana,[],[],False,instance
721,8,pick_banana_1,fetch,fetch_banana,[],[],False,instance
721,9,pick_banana_2,fetch,place_banana,[],[],False,instance
721,10,find_bowl_0,fetch,fetch_bowl,[],[],False,instance
721,11,find_bowl_2,fetch,fetch_bowl,[],[],False,instance
721,12,place_banana_in_bowl,relocate,place_banana,[],[],False,instance
722,0,inspect_cabinet_1,state_change,inspect_cabinet,[],[],False,instance
722,1,move_bread_to_plate,relocate,place_bread_on_bowl,[],[],False,instance
725,0,move_to_kitchen_island_area,,navigate_to_kitchen_island,[],[],,instance
725,1,move_to_kitchen_work_area,,move_to_cabinet,[],[],,instance
725,2,move_to_wooden_cutting_board_2,,move_to_cabinet,[],[],,instance
725,3,cut_peach_with_knife,state_change,cut_with_knife,"[""2255:2"",""782:2""]","[""state_change""]",True,instance
726,0,find_bread_0,fetch,fetch_bread,[],[],False,instance
726,1,find_spoon_1,fetch,place_spoon,[],[],False,instance
726,2,store_bread_0_in_cabinet_2,relocate,fetch_bread_from_cabinet,[],[],False,instance
726,3,store_spoon_1_in_cabinet_2,relocate,place_spoon,[],[],False,instance
730,0,pick_apple_0_from_kitchen_work_area,fetch,fetch_fruit_from_cabinet,[],[],False,instance
730,1,move_to_sink_1,,move_to_destination,"[""2751:1"",""2751:4""]","[""relocate""]",,instance
730,2,wash_apple_0,state_change,fetch_apple,[],[],False,instance
730,3,move_to_plate_0,,place_on_plate,[],[],,instance
730,4,place_apple_0_on_plate_0,relocate,place_apple_on_table,[],[],False,instance
737,0,pick_pumpkin_0,fetch,place_peach,[],[],False,instance
737,1,pick_knife_1,fetch,cut_with_knife,[],[],False,instance
737,2,deposit_pumpkin_0_in_cabinet_1,,check_cabinet,[],[],,instance
737,3,deposit_knife_1_in_cabinet_1,,check_cabinet,[],[],,instance
738,0,get_peach_from_kitchen_work_area,fetch,fetch_peach_from_cabinet,[],[],False,instance
738,1,move_to_sink,,move_to,[],[],,instance
738,2,wash_peach,state_change,place_peach,[],[],False,instance
738,3,move_to_plate,,place_on_plate,[],[],,instance
738,4,place_peach_on_plate,relocate,place_peach_on_table,[],[],False,instance
742,0,examine_table,,inspect_table,"[""1926:0"",""347:0""]","[""fetch"",""state_change""]",,instance
742,1,check_for_pear,state_change,fetch_pear_from_cabinet,"[""1070:1""]","[""fetch"",""open_container_then_retrieve"",""relocate""]",False,instance
742,2,check_for_banana,state_change,fetch_banana,"[""5740:2"",""5046:2""]","[""multi_object_sequence"",""relocate""]",False,instance
742,3,retrieve_pear_from_cabinet,fetch,fetch_pear_from_cabinet,[],[],False,instance
742,4,place_pear_on_table,relocate,place_pear_on_table,"[""1070:2""]","[""multi_object_sequence"",""relocate""]",True,instance
742,5,retrieve_banana_from_cabinet,fetch,fetch_fruit_from_cabinet,[],[],False,instance
742,6,place_banana_on_table,relocate,place_fruit_on_table,[],[],False,instance
751,0,pick_pear_0,fetch,place_pear,[],[],False,instance
751,1,pick_tomato_1,fetch,fetch_tomato,[],[],False,instance
751,2,transport_pear_0_to_bowl_2,,move_to_pear,[],[],,instance
751,3,transport_tomato_1_to_bowl_2,,fetch_tomato_from_cabinet,[],[],,instance
757,0,inspect_table,state_change,inspect_table,"[""1633:0"",""2098:0""]","[""fetch"",""state_change""]",True,instance
757,1,check_for_missing_apple,state_change,fetch_apple_from_cabinet,"[""5944:1""]","[""fetch"",""open_container_then_retrieve"",""relocate""]",False,instance
757,2,check_for_missing_banana,state_change,fetch_banana,"[""5740:2"",""5046:2""]","[""multi_object_sequence"",""relocate""]",False,instance
757,3,fetch_missing_apple,fetch,fetch_apple,"[""5740:1""]","[""fetch"",""open_container_then_retrieve"",""relocate""]",True,instance
757,4,fetch_missing_banana,fetch,fetch_banana,[],[],False,instance
758,0,assess_drawer_area,,inspect_drawer,"[""1099:0"",""1302:0""]","[""state_change""]",,instance
764,0,check_table_for_peach,state_change,check_table_fruits,"[""2444:0""]","[""fetch"",""state_change""]",True,instance
764,1,check_table_for_tomato,state_change,check_table_fruits,[],[],False,instance
764,2,retrieve_peach_if_missing,fetch,fetch_peach_from_cabinet,"[""277:1"",""5935:1""]","[""fetch"",""open_container_then_retrieve"",""relocate""]",True,instance
764,3,retrieve_tomato_if_missing,fetch,fetch_tomato_from_cabinet,[],[],False,instance
768,0,move_to_kitchen_island_area,,navigate_to_kitchen_island,[],[],,instance
768,1,pick_cup_0,fetch,cardboardbox_spoon,[],[],False,instance
768,2,move_to_kitchen_work_area,,move_to_cabinet,[],[],,instance
768,3,place_cup_0,relocate,place_bowl,[],[],False,instance
769,0,move_to_meat_0,,move_to,[],[],,instance
769,1,pick_meat_0,fetch,cut_with_knife,[],[],False,instance
769,2,move_to_plate_0,,place_on_plate,[],[],,instance
769,3,place_meat_0,relocate,place_bread,[],[],False,instance
769,4,move_to_pizza_0,,move_to,[],[],,instance
769,5,pick_pizza_0,fetch,place_tomato,[],[],False,instance
769,6,move_to_plate_0,,place_on_plate,[],[],,instance
769,7,place_pizza_0,relocate,place_tomato,[],[],False,instance
776,0,find_absent_fruit,fetch,check_fruit_location,"[""3074:0"",""4173:0""]","[""fetch"",""state_change""]",True,instance
776,1,go_to_fruit_location,,check_fruit_location,"[""58:0"",""807:0""]","[""fetch"",""state_change""]",,instance
776,2,pick_up_fruit,fetch,fetch_and_place_fruit,"[""1351:1"",""4090:1""]","[""relocate""]",False,instance
776,3,go_to_table,,move_to_table,[],[],,instance
776,4,place_fruit_on_table,relocate,place_fruit_on_table,[],[],False,instance
783,0,place_plate_on_kitchen_island_area,relocate,place_plate_on_kitchen_island,"[""2240:0"",""1484:1""]","[""fetch"",""relocate"",""state_change""]",True,instance
783,1,fetch_tomato_from_cabinet,fetch,fetch_tomato_from_cabinet,"[""2240:1""]","[""relocate""]",False,instance
783,2,load_tomato_into_plate,relocate,load_tomato_into_plate,"[""2240:2""]","[""fetch"",""multi_object_sequence"",""open_container_then_retrieve"",""relocate""]",True,instance
790,0,scan_table_for_missing_fruits,,scan_table_for_fruits,"[""277:0"",""2918:0""]","[""fetch"",""state_change""]",,instance
790,1,check_cabinet_for_pear,state_change,fetch_pear_from_cabinet,"[""1070:1""]","[""fetch"",""open_container_then_retrieve"",""relocate""]",False,instance
790,2,place_pear_on_table,relocate,place_pear_on_table,"[""1070:2""]","[""multi_object_sequence"",""relocate""]",True,instance
790,3,check_cabinet_for_tomato,state_change,fetch_tomato_from_cabinet,[],[],False,instance
790,4,place_tomato_on_table,relocate,load_tomato_into_plate,[],[],False,instance
797,0,get_apple_from_kitchen_island_area,fetch,fetch_apple_from_cabinet,[],[],False,instance
797,1,place_apple_on_wooden_cutting_board,relocate,place_apple_on_table,[],[],False,instance
797,2,get_knife_from_kitchen_island_area,fetch,navigate_to_kitchen_island,[],[],False,instance
797,3,cut_apple_with_knife,state_change,cut_with_knife,"[""2255:2"",""782:2""]","[""state_change""]",True,instance
802,0,move_cardboardbox_to_kitchen_work_area,relocate,move_cardboardbox,[],[],False,instance
807,0,pick_meat_0,fetch,cut_with_knife,[],[],False,instance
807,1,place_meat_on_plate_0,relocate,place_on_plate,[],[],False,instance
807,2,pick_banana_1,fetch,fetch_banana,[],[],False,instance
807,3,place_banana_on_plate_0,relocate,place_banana,[],[],False,instance
813,0,move_to_apple_1,,move_to_pear,[],[],,instance
813,1,pick_apple_1,fetch,fetch_apple,[],[],False,instance
813,2,move_to_wooden_cutting_board_2,,move_to_cabinet,[],[],,instance
813,3,place_apple_on_wooden_cutting_board,relocate,place_apple_on_table,[],[],False,instance
813,4,move_to_knife_0,,cut_with_knife,"[""2255:2"",""782:2""]","[""state_change""]",,instance
813,5,pick_knife_0,fetch,cut_with_knife,[],[],False,instance
813,6,slice_apple_with_knife,state_change,cut_with_knife,[],[],False,instance
817,0,pick_apple_0,fetch,fetch_apple,[],[],False,instance
817,1,place_apple_0_in_bowl_2,relocate,place_bowl,[],[],False,instance
817,2,pick_green_peas_1,fetch,fetch_tomato,[],[],False,instance
817,3,place_green_peas_1_in_bowl_2,relocate,place_bowl,[],[],False,instance
820,0,load_bread_into_toaster,relocate,fetch_bread_from_cabinet,[],[],False,instance
820,1,start_toaster_operation,,fetch_bread_from_cabinet,[],[],,instance
820,2,arrange_bowl_on_kitchen_island_area,,place_plate_on_kitchen_island,[],[],,instance
825,0,inspect_table_for_peach,state_change,place_peach_on_table,"[""277:2"",""5935:2""]","[""multi_object_sequence"",""relocate""]",False,instance
825,1,inspect_table_for_tomato,state_change,inspect_table,"[""1976:0"",""4409:0""]","[""fetch"",""state_change""]",True,instance
825,2,find_missing_peach,fetch,fetch_peach_from_cabinet,"[""277:1"",""5935:1""]","[""fetch"",""open_container_then_retrieve"",""relocate""]",True,instance
825,3,find_missing_tomato,fetch,fetch_tomato_from_cabinet,[],[],False,instance
825,4,retrieve_peach_from_location,fetch,fetch_peach_from_cabinet,[],[],False,instance
825,5,retrieve_tomato_from_location,fetch,fetch_tomato_from_cabinet,[],[],False,instance
825,6,place_peach_on_table,relocate,place_peach_on_table,[],[],False,instance
825,7,place_tomato_on_table,relocate,load_tomato_into_plate,[],[],False,instance
827,0,pick_bread_0,fetch,place_bread,[],[],False,instance
827,1,insert_bread_into_toaster,,place_bread_on_bowl,[],[],,instance
827,2,activate_toaster,state_change,activate_device,"[""1240:2"",""1884:2""]","[""multi_object_sequence"",""state_change""]",True,instance
827,3,pick_plate_2,fetch,place_plate,[],[],False,instance
827,4,place_plate_on_kitchen_work_area,relocate,place_plate_on_kitchen_island,[],[],False,instance
829,0,run_water_over_pear,,move_to_pear,[],[],,instance
829,1,arrange_pear_in_bowl,,place_pear_on_table,[],[],,instance
836,0,observe_space_around_fridge,,inspect_oven,"[""1959:1"",""1979:1""]","[""state_change""]",,instance
849,0,pick_tomato_0,fetch,place_tomato,[],[],False,instance
849,1,place_tomato_0_in_cabinet_1,relocate,fetch_tomato_from_cabinet,[],[],False,instance
849,2,pick_fork_1,fetch,place_spoon,[],[],False,instance
849,3,place_fork_1_in_cabinet_1,relocate,place_objects_in_cabinet,"[""6336:3"",""1944:3""]","[""multi_object_sequence"",""relocate""]",True,instance
851,0,move_to_bread_0,,place_bread,[],[],,instance
851,1,pick_bread_0,fetch,place_bread,[],[],False,instance
851,2,move_to_kitchen_island_area,,navigate_to_kitchen_island,[],[],,instance
851,3,place_bread_0,relocate,place_bread,[],[],False,instance
852,0,pick_meat_0,fetch,cut_with_knife,[],[],False,instance
852,1,place_meat_0_on_plate_2,relocate,place_on_plate,[],[],False,instance
852,2,pick_pumpkin_1,fetch,place_peach,[],[],False,instance
852,3,place_pumpkin_1_on_plate_2,relocate,place_on_plate,[],[],False,instance
859,0,check_table_for_pear,state_change,check_table_fruits,"[""2444:0""]","[""fetch"",""state_change""]",True,instance
859,1,check_table_for_tomato,state_change,check_table_fruits,[],[],False,instance
859,2,retrieve_pear_if_missing,fetch,fetch_pear_from_cabinet,"[""1070:1""]","[""fetch"",""open_container_then_retrieve"",""relocate""]",True,instance
859,3,retrieve_tomato_if_missing,fetch,fetch_tomato_from_cabinet,[],[],False,instance
862,0,load_meat_into_plate,relocate,place_on_plate,[],[],False,instance
862,1,load_banana_into_plate,relocate,load_banana,[],[],False,instance
