index,manifest_allowed_instance_ids_sha256,manifest_allowed_instance_count,single_unit_segment_count,covering_segment_count,pool_byte_roundtrip
1139,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1144,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1148,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1151,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1160,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1161,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1170,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1175,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1179,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1182,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1184,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1185,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1186,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1190,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1194,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1199,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1203,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1210,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1212,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1214,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1217,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1227,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1228,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1240,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1249,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1256,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1259,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1265,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1266,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1271,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1273,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1288,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1292,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1299,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1301,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1310,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1312,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1316,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1318,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1322,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1329,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1331,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1343,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1346,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1348,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1354,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1358,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1360,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1362,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1364,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1365,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1366,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1370,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1372,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1377,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1382,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1383,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1387,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1390,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1391,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1392,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1396,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1404,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1408,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1412,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1418,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1423,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1424,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1425,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1426,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1427,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1433,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1437,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1438,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1445,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1446,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1454,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1455,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1458,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1462,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1464,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1465,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1471,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1476,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1477,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1479,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1480,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1491,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1494,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1496,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1507,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1513,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1517,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1527,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1528,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1531,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1532,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1535,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1536,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1540,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1542,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1550,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1551,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1559,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1564,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1567,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1568,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1571,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1574,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1583,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1585,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1598,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1601,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1602,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1603,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1607,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1608,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1609,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1613,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1619,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1637,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1644,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1651,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1653,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1657,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1658,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1659,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1660,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1661,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1669,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1683,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1692,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1695,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1712,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1717,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1720,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1721,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1722,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1730,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1734,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1740,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1741,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1742,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1743,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1747,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1754,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1759,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1765,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1766,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1774,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1779,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1780,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
1794,fcd1fd2a91c01f53944c2f3155d570f195e03c21312aa777945eb4dcc051b9d6,10359,10359,0,True
