channel,index,test_full_signature,source_train_indices_before_token_trim,injected_whole_source_train_indices,partially_injected_source_train_indices,exemplar_count,pretrim_source_count,partially_injected_source_count,multi_unit_exemplar_count,covering_exemplar_count,has_covering_exemplar,maximum_grounded_plan_trigram_jaccard,flat_success,skill_success,flat_success_skill_failure
instance,820,"{""object_count"":2,""ordered_units"":[""fetch(bread)"",""fetch(bowl)"",""relocate(bread,toaster)"",""relocate(bowl,kitchen island area)"",""state_change(interact,toaster)"",""multi_object_sequence(2)""],""plan_length"":6}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,825,"{""object_count"":2,""ordered_units"":[""fetch(tomato)"",""state_change(open,cabinet)"",""relocate(tomato,table)"",""fetch(peach)"",""open_container_then_retrieve(cabinet,peach)"",""relocate(peach,table)"",""multi_object_sequence(2)""],""plan_length"":8}","[1976,4409,4788]","[1976,4409]",[],2,3,0,2,0,False,0.0,False,False,False
instance,827,"{""object_count"":2,""ordered_units"":[""fetch(plate)"",""fetch(bread)"",""relocate(plate,kitchen work area)"",""relocate(bread,toaster)"",""state_change(interact,toaster)"",""multi_object_sequence(2)""],""plan_length"":6}",[67],[],[67],0,1,1,0,0,False,0.0,True,False,True
instance,829,"{""object_count"":1,""ordered_units"":[""fetch(pear)"",""relocate(pear,sink)"",""state_change(interact,sink)"",""fetch(pear)"",""check_then_act(sink,pear)"",""relocate(pear,bowl)""],""plan_length"":11}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,836,"{""object_count"":0,""ordered_units"":[""state_change(interact,fridge)""],""plan_length"":2}","[399,435]",[399],[],1,2,0,0,1,True,1.0,True,True,False
instance,849,"{""object_count"":2,""ordered_units"":[""fetch(fork)"",""fetch(tomato)"",""state_change(open,cabinet)"",""relocate(fork,cabinet)"",""relocate(tomato,cabinet)"",""multi_object_sequence(2)""],""plan_length"":7}",[1275],[],[1275],0,1,1,0,0,False,0.0,False,False,False
instance,851,"{""object_count"":1,""ordered_units"":[""fetch(bread)"",""relocate(bread,kitchen island area)""],""plan_length"":5}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,852,"{""object_count"":2,""ordered_units"":[""fetch(meat)"",""fetch(pumpkin)"",""relocate(meat,plate)"",""relocate(pumpkin,plate)"",""multi_object_sequence(2)""],""plan_length"":8}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,859,"{""object_count"":1,""ordered_units"":[""fetch(pear)"",""relocate(pear,table)""],""plan_length"":5}","[416,3157]",[416],[],1,2,0,1,1,True,1.0,False,False,False
instance,862,"{""object_count"":2,""ordered_units"":[""fetch(meat)"",""fetch(banana)"",""relocate(meat,plate)"",""relocate(banana,plate)"",""multi_object_sequence(2)""],""plan_length"":5}",[],[],[],0,0,0,0,0,False,0.0,True,True,False
instance,864,"{""object_count"":2,""ordered_units"":[""fetch(banana)"",""state_change(open,cabinet)"",""relocate(banana,table)"",""fetch(apple)"",""open_container_then_retrieve(cabinet,apple)"",""relocate(apple,table)"",""multi_object_sequence(2)""],""plan_length"":8}","[389,1631,3078]","[389,1631]",[],2,3,0,2,0,False,0.0,False,False,False
instance,869,"{""object_count"":2,""ordered_units"":[""fetch(scissors)"",""fetch(apple)"",""state_change(open,cabinet)"",""relocate(scissors,cabinet)"",""relocate(apple,cabinet)"",""multi_object_sequence(2)""],""plan_length"":7}",[114],[],[114],0,1,1,0,0,False,0.0,False,False,False
instance,872,"{""object_count"":1,""ordered_units"":[""fetch(apple)"",""relocate(apple,table)""],""plan_length"":5}","[57,1204,1512]","[57,1204]",[1512],2,3,1,2,2,True,1.0,False,False,False
instance,874,"{""object_count"":1,""ordered_units"":[""fetch(peach)"",""fetch(knife)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}",[26],[],[26],0,1,1,0,0,False,0.0,False,False,False
instance,879,"{""object_count"":1,""ordered_units"":[""fetch(knife)"",""fetch(pear)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}",[105],[],[105],0,1,1,0,0,False,0.0,False,False,False
instance,881,"{""object_count"":1,""ordered_units"":[""fetch(knife)"",""fetch(peach)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}",[518],[],[518],0,1,1,0,0,False,0.0,False,False,False
instance,885,"{""object_count"":2,""ordered_units"":[""fetch(tomato)"",""fetch(bread)"",""relocate(tomato,bowl)"",""relocate(bread,bowl)"",""multi_object_sequence(2)""],""plan_length"":8}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,887,"{""object_count"":1,""ordered_units"":[""fetch(cooling fan)"",""relocate(cooling fan,kitchen island area)""],""plan_length"":5}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,890,"{""object_count"":1,""ordered_units"":[""fetch(peach)"",""fetch(knife)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}",[196],[],[196],0,1,1,0,0,False,0.0,False,False,False
instance,897,"{""object_count"":2,""ordered_units"":[""state_change(open,cabinet)"",""fetch(plate)"",""relocate(plate,kitchen island area)"",""fetch(tomato)"",""open_container_then_retrieve(cabinet,tomato)"",""relocate(tomato,plate)"",""multi_object_sequence(2)""],""plan_length"":8}","[636,1824]",[636],[],1,2,0,1,0,False,0.0,False,False,False
instance,899,"{""object_count"":1,""ordered_units"":[""fetch(plate)"",""relocate(plate,kitchen work area)""],""plan_length"":5}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,901,"{""object_count"":1,""ordered_units"":[""fetch(peach)"",""fetch(knife)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}",[12],[],[12],0,1,1,0,0,False,0.0,False,False,False
instance,903,"{""object_count"":2,""ordered_units"":[""fetch(spoon)"",""fetch(bread)"",""state_change(open,cabinet)"",""relocate(spoon,cabinet)"",""relocate(bread,cabinet)"",""multi_object_sequence(2)""],""plan_length"":7}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,907,"{""object_count"":1,""ordered_units"":[""fetch(kettle)"",""relocate(kettle,kitchen work area)""],""plan_length"":5}",[],[],[],0,0,0,0,0,False,0.0,True,True,False
instance,910,"{""object_count"":2,""ordered_units"":[""fetch(apple)"",""fetch(scissors)"",""state_change(open,cabinet)"",""relocate(apple,cabinet)"",""relocate(scissors,cabinet)"",""multi_object_sequence(2)""],""plan_length"":7}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,921,"{""object_count"":2,""ordered_units"":[""fetch(meat)"",""fetch(green peas)"",""relocate(meat,plate)"",""relocate(green peas,plate)"",""multi_object_sequence(2)""],""plan_length"":8}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,923,"{""object_count"":2,""ordered_units"":[""state_change(open,cabinet)"",""fetch(bowl)"",""relocate(bowl,kitchen island area)"",""fetch(apple)"",""open_container_then_retrieve(cabinet,apple)"",""relocate(apple,bowl)"",""multi_object_sequence(2)""],""plan_length"":8}",[867],[],[867],0,1,1,0,0,False,0.0,False,False,False
instance,924,"{""object_count"":1,""ordered_units"":[""fetch(tomato)"",""relocate(tomato,sink)"",""state_change(interact,sink)"",""fetch(tomato)"",""check_then_act(sink,tomato)"",""relocate(tomato,bowl)""],""plan_length"":11}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,935,"{""object_count"":1,""ordered_units"":[""fetch(tomato)"",""relocate(tomato,table)""],""plan_length"":5}","[1176,1248,1911,2224]","[1176,1248,1911]",[],3,4,0,3,3,True,1.0,False,False,False
instance,937,"{""object_count"":1,""ordered_units"":[""fetch(peach)"",""relocate(peach,table)""],""plan_length"":5}","[3627,3712,4324]","[3627,3712]",[],2,3,0,2,2,True,1.0,False,False,False
instance,946,"{""object_count"":1,""ordered_units"":[""fetch(apple)"",""relocate(apple,sink)"",""state_change(interact,sink)"",""fetch(apple)"",""check_then_act(sink,apple)"",""relocate(apple,plate)""],""plan_length"":11}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,953,"{""object_count"":1,""ordered_units"":[""state_change(open,cabinet)"",""fetch(banana)"",""open_container_then_retrieve(cabinet,banana)"",""relocate(banana,plate)""],""plan_length"":8}",[14],[],[14],0,1,1,0,0,False,0.0,False,False,False
instance,960,"{""object_count"":2,""ordered_units"":[""fetch(knife)"",""fetch(pear)"",""fetch(tomato)"",""relocate(pear,wooden cutting board)"",""relocate(tomato,wooden cutting board)"",""state_change(interact,knife)"",""multi_object_sequence(2)""],""plan_length"":9}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,965,"{""object_count"":2,""ordered_units"":[""state_change(open,cabinet)"",""fetch(banana)"",""relocate(banana,table)"",""fetch(apple)"",""open_container_then_retrieve(cabinet,apple)"",""relocate(apple,table)"",""multi_object_sequence(2)""],""plan_length"":8}","[1039,1737]",[1039],[1737],1,2,1,1,0,False,0.0,False,False,False
instance,977,"{""object_count"":1,""ordered_units"":[""fetch(knife)"",""fetch(pear)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}",[81],[],[81],0,1,1,0,0,False,0.0,False,False,False
instance,979,"{""object_count"":1,""ordered_units"":[""fetch(pear)"",""fetch(knife)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}",[222],[],[222],0,1,1,0,0,False,0.0,False,False,False
instance,984,"{""object_count"":2,""ordered_units"":[""fetch(fork)"",""fetch(peach)"",""state_change(open,cabinet)"",""relocate(fork,cabinet)"",""relocate(peach,cabinet)"",""multi_object_sequence(2)""],""plan_length"":7}",[1244],[],[1244],0,1,1,0,0,False,0.0,False,False,False
instance,990,"{""object_count"":1,""ordered_units"":[""fetch(tomato)"",""relocate(tomato,sink)"",""state_change(interact,sink)"",""fetch(tomato)"",""check_then_act(sink,tomato)"",""relocate(tomato,bowl)""],""plan_length"":11}",[1526],[],[1526],0,1,1,0,0,False,0.0,False,False,False
instance,994,"{""object_count"":1,""ordered_units"":[""fetch(bread)"",""relocate(bread,bowl)""],""plan_length"":5}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,995,"{""object_count"":2,""ordered_units"":[""fetch(bread)"",""fetch(apple)"",""relocate(bread,plate)"",""relocate(apple,plate)"",""multi_object_sequence(2)""],""plan_length"":5}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,1003,"{""object_count"":1,""ordered_units"":[""fetch(apple)"",""relocate(apple,sink)"",""state_change(interact,sink)"",""fetch(apple)"",""check_then_act(sink,apple)"",""relocate(apple,plate)""],""plan_length"":11}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,1016,"{""object_count"":1,""ordered_units"":[""fetch(tomato)"",""relocate(tomato,table)""],""plan_length"":5}","[1935,2625,4411,5243]","[1935,2625,4411]",[],3,4,0,3,3,True,1.0,False,False,False
instance,1020,"{""object_count"":2,""ordered_units"":[""fetch(bread)"",""fetch(spoon)"",""state_change(open,cabinet)"",""relocate(bread,cabinet)"",""relocate(spoon,cabinet)"",""multi_object_sequence(2)""],""plan_length"":7}",[1330],[],[1330],0,1,1,0,0,False,0.0,False,False,False
instance,1023,"{""object_count"":1,""ordered_units"":[""fetch(fork)"",""relocate(fork,kitchen island area)""],""plan_length"":5}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,1025,"{""object_count"":1,""ordered_units"":[""fetch(apple)"",""relocate(apple,table)""],""plan_length"":5}","[855,1971,2646]","[855,1971]",[2646],2,3,1,2,2,True,1.0,False,False,False
instance,1027,"{""object_count"":2,""ordered_units"":[""fetch(knife)"",""fetch(apple)"",""fetch(banana)"",""relocate(apple,wooden cutting board)"",""relocate(banana,wooden cutting board)"",""state_change(interact,knife)"",""multi_object_sequence(2)""],""plan_length"":9}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,1035,"{""object_count"":1,""ordered_units"":[""fetch(peach)"",""relocate(peach,table)""],""plan_length"":5}","[230,716,4065,5174]","[230,716,4065]",[],3,4,0,3,3,True,1.0,False,False,False
instance,1037,"{""object_count"":2,""ordered_units"":[""fetch(bowl)"",""state_change(open,cabinet)"",""relocate(bowl,kitchen work area)"",""fetch(tomato)"",""open_container_then_retrieve(cabinet,tomato)"",""relocate(tomato,bowl)"",""multi_object_sequence(2)""],""plan_length"":8}","[2903,4572]",[2903],[],1,2,0,1,0,False,0.0,False,False,False
instance,1038,"{""object_count"":1,""ordered_units"":[""fetch(kettle)"",""relocate(kettle,rack)""],""plan_length"":5}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,1051,"{""object_count"":1,""ordered_units"":[""fetch(knife)"",""fetch(pear)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}",[299],[],[299],0,1,1,0,0,False,0.0,False,False,False
instance,1052,"{""object_count"":1,""ordered_units"":[""fetch(tomato)"",""relocate(tomato,sink)"",""state_change(interact,sink)"",""fetch(tomato)"",""check_then_act(sink,tomato)"",""relocate(tomato,bowl)""],""plan_length"":11}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,1053,"{""object_count"":2,""ordered_units"":[""fetch(spoon)"",""fetch(apple)"",""state_change(open,cabinet)"",""relocate(spoon,cabinet)"",""relocate(apple,cabinet)"",""multi_object_sequence(2)""],""plan_length"":7}","[59,6575]",[59],[],1,2,0,1,0,False,0.0,False,False,False
instance,1057,"{""object_count"":1,""ordered_units"":[""state_change(open,cabinet)"",""fetch(bread)"",""open_container_then_retrieve(cabinet,bread)"",""relocate(bread,bowl)""],""plan_length"":8}","[705,2068,3380]","[705,2068]",[],2,3,0,2,2,True,1.0,False,False,False
instance,1062,"{""object_count"":1,""ordered_units"":[""fetch(apple)"",""relocate(apple,plate)""],""plan_length"":5}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,1063,"{""object_count"":1,""ordered_units"":[""fetch(knife)"",""fetch(peach)"",""relocate(peach,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}",[44],[],[44],0,1,1,0,0,False,0.0,False,False,False
instance,1067,"{""object_count"":2,""ordered_units"":[""fetch(knife)"",""fetch(peach)"",""state_change(open,cabinet)"",""relocate(knife,cabinet)"",""relocate(peach,cabinet)"",""multi_object_sequence(2)""],""plan_length"":7}","[2103,3614]",[2103],[3614],1,2,1,1,0,False,0.0,False,False,False
instance,1071,"{""object_count"":1,""ordered_units"":[""fetch(bread)"",""relocate(bread,plate)""],""plan_length"":5}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,1079,"{""object_count"":1,""ordered_units"":[""fetch(pear)"",""fetch(knife)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}",[222],[],[222],0,1,1,0,0,False,0.0,False,False,False
instance,1081,"{""object_count"":2,""ordered_units"":[""state_change(open,cabinet)"",""fetch(tomato)"",""relocate(tomato,table)"",""fetch(peach)"",""open_container_then_retrieve(cabinet,peach)"",""relocate(peach,table)"",""multi_object_sequence(2)""],""plan_length"":8}","[5067,6010]",[5067],[6010],1,2,1,1,1,True,1.0,False,False,False
instance,1082,"{""object_count"":2,""ordered_units"":[""fetch(pumpkin)"",""fetch(spoon)"",""state_change(open,cabinet)"",""relocate(pumpkin,cabinet)"",""relocate(spoon,cabinet)"",""multi_object_sequence(2)""],""plan_length"":7}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,1093,"{""object_count"":2,""ordered_units"":[""fetch(tomato)"",""fetch(green peas)"",""relocate(tomato,bowl)"",""relocate(green peas,bowl)"",""multi_object_sequence(2)""],""plan_length"":8}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,1099,"{""object_count"":1,""ordered_units"":[""fetch(pear)"",""relocate(pear,table)""],""plan_length"":5}","[1270,1851,3041,3237]","[1270,1851,3041]",[],3,4,0,3,3,True,1.0,True,False,True
instance,1100,"{""object_count"":2,""ordered_units"":[""fetch(banana)"",""fetch(green peas)"",""relocate(banana,bowl)"",""relocate(green peas,bowl)"",""multi_object_sequence(2)""],""plan_length"":8}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,1102,"{""object_count"":1,""ordered_units"":[""fetch(apple)"",""relocate(apple,sink)"",""state_change(interact,sink)"",""fetch(apple)"",""check_then_act(sink,apple)"",""relocate(apple,plate)""],""plan_length"":11}",[116],[],[116],0,1,1,0,0,False,0.0,False,False,False
instance,1114,"{""object_count"":2,""ordered_units"":[""fetch(pear)"",""fetch(knife)"",""fetch(banana)"",""relocate(pear,wooden cutting board)"",""relocate(banana,wooden cutting board)"",""state_change(interact,knife)"",""multi_object_sequence(2)""],""plan_length"":9}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,1118,"{""object_count"":1,""ordered_units"":[""state_change(open,cabinet)"",""fetch(apple)"",""open_container_then_retrieve(cabinet,apple)"",""relocate(apple,plate)""],""plan_length"":8}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,1121,"{""object_count"":2,""ordered_units"":[""fetch(apple)"",""fetch(green peas)"",""relocate(apple,bowl)"",""relocate(green peas,bowl)"",""multi_object_sequence(2)""],""plan_length"":8}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,1127,"{""object_count"":2,""ordered_units"":[""fetch(knife)"",""fetch(pear)"",""fetch(banana)"",""relocate(pear,wooden cutting board)"",""relocate(banana,wooden cutting board)"",""state_change(interact,knife)"",""multi_object_sequence(2)""],""plan_length"":9}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,1128,"{""object_count"":2,""ordered_units"":[""fetch(bread)"",""fetch(plate)"",""relocate(bread,toaster)"",""relocate(plate,kitchen island area)"",""state_change(interact,toaster)"",""multi_object_sequence(2)""],""plan_length"":6}",[231],[],[231],0,1,1,0,0,False,0.0,False,False,False
instance,1130,"{""object_count"":2,""ordered_units"":[""fetch(plate)"",""fetch(bread)"",""relocate(plate,kitchen island area)"",""relocate(bread,toaster)"",""state_change(interact,toaster)"",""multi_object_sequence(2)""],""plan_length"":6}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,1131,"{""object_count"":1,""ordered_units"":[""fetch(cooling fan)"",""relocate(cooling fan,kitchen work area)""],""plan_length"":5}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,1134,"{""object_count"":2,""ordered_units"":[""fetch(bread)"",""fetch(bowl)"",""relocate(bread,toaster)"",""relocate(bowl,kitchen work area)"",""state_change(interact,toaster)"",""multi_object_sequence(2)""],""plan_length"":6}",[],[],[],0,0,0,0,0,False,0.0,True,True,False
instance,1144,"{""object_count"":1,""ordered_units"":[""fetch(tomato)"",""relocate(tomato,table)""],""plan_length"":5}","[1859,3136,3692,3984]","[1859,3136,3692]",[],3,4,0,3,3,True,1.0,False,False,False
instance,1150,"{""object_count"":1,""ordered_units"":[""fetch(banana)"",""relocate(banana,sink)"",""state_change(interact,sink)"",""fetch(banana)"",""check_then_act(sink,banana)"",""relocate(banana,plate)""],""plan_length"":11}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,1155,"{""object_count"":2,""ordered_units"":[""fetch(knife)"",""fetch(apple)"",""fetch(tomato)"",""relocate(apple,wooden cutting board)"",""relocate(tomato,wooden cutting board)"",""state_change(interact,knife)"",""multi_object_sequence(2)""],""plan_length"":9}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,1160,"{""object_count"":1,""ordered_units"":[""fetch(pear)"",""relocate(pear,table)""],""plan_length"":5}","[233,449,608]","[233,449]",[],2,3,0,2,2,True,1.0,False,False,False
instance,1169,"{""object_count"":1,""ordered_units"":[""fetch(wine)"",""relocate(wine,kitchen work area)""],""plan_length"":5}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,1170,"{""object_count"":1,""ordered_units"":[""fetch(peach)"",""relocate(peach,table)""],""plan_length"":5}","[1060,1619,2196,3315]","[1060,1619,2196]",[],3,4,0,3,3,True,1.0,False,False,False
instance,1176,"{""object_count"":2,""ordered_units"":[""fetch(bowl)"",""fetch(bread)"",""relocate(bowl,kitchen work area)"",""relocate(bread,toaster)"",""state_change(interact,toaster)"",""multi_object_sequence(2)""],""plan_length"":6}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,1179,"{""object_count"":1,""ordered_units"":[""fetch(peach)"",""relocate(peach,kitchen island area)""],""plan_length"":5}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,1182,"{""object_count"":1,""ordered_units"":[""fetch(tomato)"",""relocate(tomato,table)""],""plan_length"":5}","[835,3768,4095,4527]","[835,3768,4095]",[],3,4,0,3,3,True,1.0,False,False,False
instance,1183,"{""object_count"":2,""ordered_units"":[""fetch(tomato)"",""fetch(green peas)"",""relocate(tomato,bowl)"",""relocate(green peas,bowl)"",""multi_object_sequence(2)""],""plan_length"":8}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,1184,"{""object_count"":1,""ordered_units"":[""fetch(scissors)"",""relocate(scissors,kitchen island area)""],""plan_length"":5}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,1193,"{""object_count"":2,""ordered_units"":[""fetch(knife)"",""fetch(pear)"",""fetch(bread)"",""relocate(pear,wooden cutting board)"",""relocate(bread,wooden cutting board)"",""state_change(interact,knife)"",""multi_object_sequence(2)""],""plan_length"":9}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,1199,"{""object_count"":1,""ordered_units"":[""fetch(tomato)"",""relocate(tomato,kitchen work area)""],""plan_length"":5}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,1200,"{""object_count"":2,""ordered_units"":[""fetch(knife)"",""fetch(peach)"",""fetch(bread)"",""relocate(peach,wooden cutting board)"",""relocate(bread,wooden cutting board)"",""state_change(interact,knife)"",""multi_object_sequence(2)""],""plan_length"":9}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,1217,"{""object_count"":1,""ordered_units"":[""fetch(bread)"",""relocate(bread,kitchen work area)""],""plan_length"":5}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,1222,"{""object_count"":1,""ordered_units"":[""fetch(banana)"",""relocate(banana,bowl)""],""plan_length"":5}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,1225,"{""object_count"":2,""ordered_units"":[""fetch(bowl)"",""fetch(bread)"",""relocate(bowl,kitchen work area)"",""relocate(bread,toaster)"",""state_change(interact,toaster)"",""multi_object_sequence(2)""],""plan_length"":6}",[],[],[],0,0,0,0,0,False,0.0,True,True,False
instance,1227,"{""object_count"":1,""ordered_units"":[""fetch(knife)"",""fetch(pear)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}",[299],[],[299],0,1,1,0,0,False,0.0,False,False,False
instance,1236,"{""object_count"":2,""ordered_units"":[""fetch(bowl)"",""state_change(open,cabinet)"",""relocate(bowl,kitchen island area)"",""fetch(bread)"",""open_container_then_retrieve(cabinet,bread)"",""relocate(bread,bowl)"",""multi_object_sequence(2)""],""plan_length"":8}","[457,1677,6716]","[457,1677]",[],2,3,0,2,1,True,1.0,True,False,True
instance,1237,"{""object_count"":1,""ordered_units"":[""state_change(open,cabinet)"",""fetch(apple)"",""open_container_then_retrieve(cabinet,apple)"",""relocate(apple,plate)""],""plan_length"":8}",[1787],[],[1787],0,1,1,0,0,False,0.0,False,False,False
instance,1240,"{""object_count"":1,""ordered_units"":[""fetch(pear)"",""relocate(pear,kitchen island area)""],""plan_length"":5}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,1243,"{""object_count"":1,""ordered_units"":[""fetch(apple)"",""relocate(apple,table)""],""plan_length"":5}","[585,1450,2739,4033]","[585,1450,2739]",[],3,4,0,3,3,True,1.0,False,False,False
instance,1245,"{""object_count"":0,""ordered_units"":[""state_change(interact,fridge)""],""plan_length"":2}","[172,942]",[172],[],1,2,0,0,1,True,1.0,True,True,False
instance,1246,"{""object_count"":1,""ordered_units"":[""state_change(open,cabinet)"",""fetch(bread)"",""open_container_then_retrieve(cabinet,bread)"",""relocate(bread,bowl)""],""plan_length"":8}","[6835,7190]",[6835],[7190],1,2,1,1,1,True,1.0,False,False,False
instance,1247,"{""object_count"":1,""ordered_units"":[""fetch(knife)"",""fetch(apple)"",""relocate(apple,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}",[9],[],[9],0,1,1,0,0,False,0.0,False,False,False
instance,1251,"{""object_count"":1,""ordered_units"":[""fetch(tomato)"",""relocate(tomato,table)""],""plan_length"":5}","[2069,2609,5374]","[2069,2609]",[],2,3,0,2,2,True,1.0,True,True,False
instance,1259,"{""object_count"":1,""ordered_units"":[""fetch(bread)"",""relocate(bread,kitchen island area)""],""plan_length"":5}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,1262,"{""object_count"":1,""ordered_units"":[""state_change(open,cabinet)"",""fetch(apple)"",""open_container_then_retrieve(cabinet,apple)"",""relocate(apple,bowl)""],""plan_length"":8}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,1265,"{""object_count"":1,""ordered_units"":[""fetch(knife)"",""fetch(pear)"",""relocate(pear,wooden cutting board)"",""state_change(interact,knife)""],""plan_length"":6}",[142],[],[142],0,1,1,0,0,False,0.0,False,False,False
instance,1266,"{""object_count"":1,""ordered_units"":[""fetch(apple)"",""relocate(apple,kitchen island area)""],""plan_length"":5}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,1270,"{""object_count"":2,""ordered_units"":[""fetch(banana)"",""fetch(bread)"",""relocate(banana,plate)"",""relocate(bread,plate)"",""multi_object_sequence(2)""],""plan_length"":8}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,1284,"{""object_count"":1,""ordered_units"":[""fetch(pear)"",""relocate(pear,table)""],""plan_length"":5}","[1548,2599,4578]","[1548,2599]",[4578],2,3,1,2,2,True,1.0,False,False,False
instance,1294,"{""object_count"":2,""ordered_units"":[""fetch(pear)"",""fetch(knife)"",""fetch(tomato)"",""relocate(pear,wooden cutting board)"",""relocate(tomato,wooden cutting board)"",""state_change(interact,knife)"",""multi_object_sequence(2)""],""plan_length"":9}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,1296,"{""object_count"":1,""ordered_units"":[""fetch(peach)"",""relocate(peach,table)""],""plan_length"":5}","[337,544,1500,2345]","[337,544,1500]",[],3,4,0,3,3,True,1.0,False,False,False
instance,1298,"{""object_count"":1,""ordered_units"":[""fetch(peach)"",""relocate(peach,kitchen island area)""],""plan_length"":5}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,1302,"{""object_count"":1,""ordered_units"":[""fetch(tomato)"",""relocate(tomato,sink)"",""state_change(interact,sink)"",""fetch(tomato)"",""check_then_act(sink,tomato)"",""relocate(tomato,plate)""],""plan_length"":11}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
instance,1304,"{""object_count"":2,""ordered_units"":[""state_change(open,cabinet)"",""fetch(bowl)"",""relocate(bowl,kitchen work area)"",""fetch(apple)"",""open_container_then_retrieve(cabinet,apple)"",""relocate(apple,bowl)"",""multi_object_sequence(2)""],""plan_length"":8}","[982,2644]",[982],[2644],1,2,1,1,1,True,1.0,False,False,False
instance,1307,"{""object_count"":2,""ordered_units"":[""fetch(spoon)"",""fetch(apple)"",""state_change(open,cabinet)"",""relocate(spoon,cabinet)"",""relocate(apple,cabinet)"",""multi_object_sequence(2)""],""plan_length"":7}","[3180,4502]",[3180],[4502],1,2,1,1,1,True,1.0,False,False,False
instance,1310,"{""object_count"":1,""ordered_units"":[""fetch(scissors)"",""relocate(scissors,kitchen work area)""],""plan_length"":5}",[],[],[],0,0,0,0,0,False,0.0,False,False,False
